user,intent_num
집에가서 먹을건데 괜찮지?,3
싸가고 싶은데 가능해?,3
집에 가서 먹으려는데 가능하죠?,3
배달 주문도 가능한가요?,3
배달 가능한가요?,3
배달 되나요?,3
배달 시키고 싶은데 가능하죠?,3
배달 주문 받으시나요?,3
배달 되는지 알려줄 수 있어?,3
배달 가능한지 알려줄래요?,3
매장에서 식사 가능하죠?,3
매장에서 먹으려는데 되나요?,3
여기서 먹고 가도 되죠?,3
매장 주문 되나요?,3
가게에서 먹을 수 있나요?,3
내점 주문 되죠?,3
매점 안에서 먹는거 가능하죠?,3
제로페이 결제 가능한가요?,4
제로페이로 결제 되나요?,4
간편 결제로 가능한거 뭐 있나요?,4
애플페이 되나요?,4
네이버페이 되나요?,4
카카오페이 가능하죠?,4
결제 수단 알려줄래요?,4
애플페이 결제 가능한가요?,4
카카오페이 결제 가능한가요?,4
비버페이 결제 가능한가요?,4
간편 결제 수단을 알려줄 수 있나요?,4
지역페이 사용 가능한가요?,4
지역에서만 사용 가능한 페이도 되나요?,4
지역페이 쓸 수 있나요?,4
지역페이 어떤거 쓸 수 있는지 알려줄래요?,4
계좌이체 가능한가요?,4
계좌이체도 받으시죠?,4
오늘 영업 종료 시간이 몇 시인가요?,5
영업 시간이 몇 시인가요?,5
몇시부터 시작하시나요?,5
언제까지 영업하시나요?,5
영업 시간을 알 수 있나요?,5
영업 시간 알려줄래,5
가게 영업시간 알려줘,5
몇시부터 몇시까지 운영하시나요?,5
오늘 영업 종료 시간 알려줄래?,5
영업 종료 시간 알려줘,5
몇시까지 영업하는지 알려줄래?,5
몇시부터 시작하는지 알려줄래?,5
영업 시간이 어떻게 돼?,5
가게 영업 시간 알려줄 수 있어?,5
매장 영업 시간이 어떻게 되나요?,5
가게 언제까지 영업하나요,5
매장 영업 시간 알려줘,5
영업시간 몇시까지 인가요?,5
매장 운영 시간 알려줘,5
몇시까지 운영해?,5
가게 몇시까지 운영하는지 말해줘,5
주말에도 운영하시나요?,6
주말 운영 여부 알 수 있나요?,6
주말에 언제 쉬나요?,6
주말 이틀 전부 쉬나요?,6
토요일 쉬나요?,6
일요일 쉬나요?,6
휴일 알려줄 수 있어?,6
정기 휴무가 있나요?,6
정기적으로 쉬는 때 있나요?,6
주기적으로 쉬는 날이 있는지 알려줄래?,6
정기 휴무일 알려줄래?,6
정기 휴무 있어?,6
주기적으로 쉬는 때는 언제야?,6
정기 휴무 있는지 알 수 있어?지,6
공휴일에도 운영하시나요?,6
공휴일 운영 하나요?,6
공휴일은 운영하는지 알려줄래?,6
공휴일 언제 쉬나요?,6
빨간날 쉬어?,6
공휴일에 운영하는지 알 수 있나요?,6
공휴일에 운영해?,6
신사동 까지 배달 가능한가요?,7
어디까지 배달 되는지 알려줘,7
배달 가능한 지역을 알려줄 수 있나요?,7
배달 되는 지역 말해줘,7
가게에서 어디까지 배달 돼?,7
배달 되는 지역을 알려줄 수 있어?,7
여기까지 배달 가능한가요?,7
배달 되는 지역을 알려줄래?,7
배달 어디까지 가능한지 알려줄래?,7
배달 되는 지역이 어디인가요?,7
시켜먹고 싶은데 배달 되는 곳인지 알 수 있을까?,7
어디까지 배달 가능해?,7
배달 가능 지역을 알려줄 수 있나요?,7
배달 가능한 지역이 어디인가요?,7
배달 되는 곳 어디까지야?,7
배달 되는 곳을 알려줄 수 있어?,7
배달 되는 지역 알려줄 수 있나요?,7
배달 주문 가능한 지역 어디인지 알 수 있어?,7
배달 가능한 지역 어디까지야?,7
어디까지 배달 되는지 알려주라,7
배달 가능한 범위가 정해져 있나요?,7
배달비는 얼마인가요?,8
배달비 얼마인지 알려줄래?,8
배달비가 따로 있나요?,8
배달 비용 알려줄래?,8
배달 시키려는데 배달비 얼마야?,8
배달팁이 따로 있나요?,8
배달팁은 얼마인가요?,8
배달팁이 얼마야?,8
배달 비용 알려줄 수 있나요?,8
배달비를 알려줄 수 있나요?,8
배달팁을 알려줄 수 있나요?,8
최소 주문 금액은 얼마인가요?,8
최소 주문 금액이 있나요?,8
최소 주문 금액을 알려줘,8
최소 주문 금액이 얼마인지 알 수 있을까?,8
최소 주문 금액을 알려줘,8
배달주문하려면 최소한으로 시켜야하는 금액이 얼마야?,8
배달시키려면 얼마나 시켜야해?,8
배달 시킬건데 최소 주문금액은 얼마야?,8
배달 주문시 최소 주문 금액은 얼마인지 알려줄래?,8
배달 시킬 때 얼마나 시켜야하는지 알려줘,8
포장 주문 가능한가요?,9
포장 되나요?,9
포장 가능한지 알려줄래?,9
포장 가능해?,9
포장 주문 가능한지 알려줄 수 있나요?,9
포장 되는지 말해줄래?,9
포장 가능한가요?,9
포장 주문 되나요?,9
포장 주문 가능할까요?,9
포장 주문 되는지 알려줘,9
포장 주문 가능해?,9
포장 주문 가능할까?,9
포장 서비스 제공 되나요?,9
싸가는거 가능해?,9
싸갈 수 있어?,9
테이크 아웃 가능해?,9
테이크 아웃 되나요?,9
싸갈 수 있나요?,9
테이크 아웃 되는지 알려줄래요?,9
테이크 아웃 가능한가요?,9
"> ""전화로 예약할 수 있나요?",10
"> ""온라인으로 예약할 수 있나요?",10
전화 예약 가능한가요?,10
예약 가능한가요?,10
예약 되나요?,10
예약 주문 가능한가요?,10
예약 주문 되나요?,10
전화 예약 되나요?,10
전화 예약 가능한지 알려줄래?,10
예약 가능한지 알려줄래?,10
온라인 예약 가능한가요?,10
온라인 예약 되나요?,10
온라인으로 예약 가능할까요?,10
온라인으로 예약 되는지 알려줄래?,10
전화로 예약 되나요?,10
온라인 예약 여부 알려줄래요?,10
온라인 예약 돼?,10
전화 예약 돼?,10
전화 또는 온라인으로 예약 되나요?,10
전화 또는 온라인으로 예약 가능한가요?,10
예약을 변경하려면 어떻게 해야 하나요?,11
예약 변경 절차를 알려줄래?,11
예약 변경 어떻게 해?,11
예약 변경하려면 어떻게 해야하는지 알려줘,11
예약 바꿀 수 있을까?,11
예약 변경 가능한지 알려줘,11
예약한거 바꾸고 싶어,11
예약 변경 어떻게 하는지 알려줄 수 있니?,11
예약 변경 절차를 알 수 있을까?,11
예약한거 바꾸고 싶은데 어떻게 해야해,11
예약을 취소하려면 어떻게 해야 하나요?,11
예약 취소 절차 알려줘,11
예약을 취소하려면 뭐 해야 하나요?,11
예약을 취소하고 싶어요,11
예약을 취소하려면 어떻게 해야하는지 알려줄래요?,11
예약 취소 절차를 알 수 있을까요?,11
예약을 취소할 수 있나요?,11
예약 취소 가능한가요?,11
아까 예약했는데 취소할 수 있을까?,11
예약 취소 방법을 알려줄 수 있나요?,11
지금 가면 대기 시간이 얼마나 되나요?,12
지금 가면 얼마나 기다려야 하나요?,12
현재 대기시간을 알 수 있을까요?,12
지금 매장 대기시간이 얼마나 되나요?,12
대기 시간이 있나요?,12
지금 가면 얼마나 기다리는지 알 수 있나요?,12
현재 대기시간 알려줄래요?,12
혹시 대기열이 있나요?,12
가면 바로 주문할 수 있나요?,12
가서 주문하면 얼마나 기다려야 할까요?,12
사람들이 얼마나 많은지 알 수 있나요?,12
혹시 지금 가면 기다려야 하나요?,12
얼마나 기다려야 주문 할 수 있을지 알려줄래?,12
주문 대기 시간을 알려줘,12
지금 매장에 가면 대기 시간이 긴가요?,12
지금 방문하면 대기 없이 바로 입장할 수 있나요?,12
대기 시간이 길어질 가능성이 있나요?,12
지금 방문하면 몇 분 정도 기다려야 할까요?,12
예약 없이 가면 기다려야 하나요?,12
실시간 대기 현황을 확인할 수 있나요?,12
상점의 정확한 주소를 알려주세요.,13
상점 주소를 알고 싶어,13
매장이 어디 있는지 알려줄래?,13
매장 위치를 알 수 있을까요?,13
상점 위치를 알 수 있을까요?,13
상점이 어디에 있는지 알려줘,13
가게 위치 알려줘,13
가게가 어디에 있는지 알 수 있을까?,13
상점의 정확한 주소가 어떻게 돼?,13
매장의 정확한 주소가 어떻게 되나요?,13
가게의 정확한 주소를 알 수 있나요?,13
상점의 위치가 궁금해요,13
매장의 위치를 알고 싶어요,13
가게 주소를 알려주시겠어요?,13
상점 위치 안내 부탁드려요,13
가게가 있는 곳이 어디예요?,13
가게 위치 확인하고 싶어요,13
가게가 어느 지역에 있는지 알 수 있나요?,13
상점의 위치를 자세히 알고 싶어요,13
상점 주소 알려줄 수 있나요?,13
좌석 수가 얼마나 되나요?,14
매장에 좌석이 몇 개나 있나요?,14
식당 좌석수가 얼마나 되나요?,14
좌석이 몇 개나 있는지 알려줄래?,14
매장에 앉을 자리가 얼마나 있나요?,14
식당 좌석 수가 궁금해요.,14
좌석이 몇 개인지 확인할 수 있나요?,14
매장의 좌석 수용 능력이 어떻게 되나요?,14
가게에서 앉을 수 있는 자리가 몇 개나 있나요?,14
매장 좌석 수가 몇 개인지 알려주세요.,14
테이블이 몇 개나 있나요?,14
상점에 식탁이 몇 개나 있어요?,14
가게에 테이블이 얼마나 있는지 알려줄래요?,14
가게에 있는 테이블 수가 궁금해요.,14
식당 테이블 수가 어떻게 되나요?,14
테이블 수가 총 몇 개인지 알려주세요.,14
식당 테이블이 얼마나 되는지 확인할 수 있나요?,14
매장의 테이블 수가 몇 개인가요?,14
테이블 개수 정보를 알 수 있을까요?,14
가게 안에 테이블이 몇 개 설치되어 있나요?,14
야외 테라스나 단독 룸 자리가 있나요?,15
프라이빗 룸이 마련되어 있나요?,15
매장에 야외 테라스가 있나요?,15
개별 룸이 있는지 알려주세요.,15
가게에 단독 룸이 있는지 확인할 수 있나요?,15
야외 테이블이 준비되어 있나요?,15
야외 테라스를 사용할 수 있나요?,15
룸이 따로 있나요?,15
야외 좌석 이용이 가능한지 궁금해요.,15
개인 룸 사용이 가능한가요?,15
야외에서 식사 가능한 공간이 있나요?,15
개인 룸이 있는지 알려주세요.,15
야외 공간이 있는지 알고 싶어요.,15
단독 룸이 몇 개나 있나요?,15
야외 테라스에 좌석은 몇 개나 있나요?,15
야외 테라스 이용 가능한가요?,15
개별 룸 이용 가능한가요?,15
방이 따로 있나요?,15
야외 테라스 있나요?,15
룸이 있나요?,15
멤버십 서비스가 있나요? 가입하면 어떤 혜택이 있나요?,16
멤버십에 가입하면 어떤 혜택을 받을 수 있나요?,16
멤버십 가입 방법을 알고 싶어요.,16
멤버십 프로그램이 있는지 알려주세요.,16
멤버십 가입 시 어떤 할인이 제공되나요?,16
멤버십 가입 비용은 얼마인가요?,16
멤버십 혜택을 자세히 설명해주세요.,16
멤버십 등급별 혜택이 어떻게 되나요?,16
멤버십 가입 조건이 있나요?,16
멤버십 서비스 기간은 얼마나 되나요?,16
멤버십 등급이 올라가면 어떤 혜택이 추가되나요?,16
멤버십 서비스에 대해 더 알고 싶어요.,16
멤버십 혜택은 어떤 상품에 적용되나요?,16
멤버십 가입은 온라인으로도 가능한가요?,16
멤버십 가입 프로모션이 있나요?,16
멤버십은 가족과 공유할 수 있나요?,16
멤버십 혜택은 특정 기간에만 유효한가요?,16
멤버십 혜택이 어떻게 되나요?,16
멤버십 가입은 어떻게 하나요?,16
멤버십 가입을 하고 싶은데 방법을 알 수 있나요?,16
포인트는 얼마부터 사용할 수 있나요?,17
포인트를 사용할 수 있는 최소치는 얼마인가요?,17
포인트는 얼마부터 쓸 수 있나요?,17
포인트 사용 기준이 있나요?,17
포인트는 얼마 이상이어야 사용할 수 있나요?,17
포인트 사용 시 최소 조건이 있나요?,17
포인트 사용을 위한 최소 누적 금액은 얼마인가요?,17
포인트는 일정 금액 이상이어야 사용할 수 있나요?,17
포인트는 적립된 즉시 사용할 수 있나요?,17
포인트 사용을 위한 최소 요구 조건은 무엇인가요?,17
포인트는 얼마 이상 모아야 사용할 수 있나요?,17
포인트는 얼마나 적립되나요?,17
포인트 적립 기준이 있나요?,17
포인트는 사용한 금액에서 얼마나 적립되나요,17
포인트가 적립되는 양을 알고 싶어요,17
포인트 적립 비율은 어떻게 되나요?,17
포인트 적립 퍼센트가 궁금해요.,17
포인트는 구매 금액의 몇 퍼센트가 적립되나요?,17
구매시 포인트가 얼마나 적립되는지 알 수 있나요?,17
포인트는 결제 금액의 몇 퍼센트 적립되나요?,17
포인트 적립 기준을 알 수 있나요?,17
쿠폰은 어떻게 받을 수 있나요?,18
쿠폰은 어떻게 해야 받을 수 있나요?,18
쿠폰을 받을 수 있는 방법이 있나요?,18
쿠폰 발급 조건이 있나요?,18
쿠폰을 받으려면 어떻게 해야 하나요?,18
쿠폰을 받기 위한 조건이 있나요?,18
쿠폰은 특정 금액 이상 구매해야 받을 수 있나요?,18
쿠폰은 매장에서 받을 수 있나요?,18
쿠폰은 어떻게 받을 수 있나요?,18
쿠폰을 받으려면 어떻게 하나요?,18
쿠폰은 어떻게 사용하나요?,18
쿠폰은 어디에 사용하나요?,18
쿠폰 사용 방법을 알려주세요.,18
쿠폰은 온라인과 오프라인에서 모두 사용 가능한가요?,18
쿠폰 사용 시 제한 사항이 있나요?,18
쿠폰 사용 조건이 있나요?,18
쿠폰은 특정 상품에만 사용할 수 있나요?,18
쿠폰 사용 시 제한 사항이 있나요?,18
쿠폰은 여러 장을 동시에 사용할 수 있나요?,18
쿠폰은 특정 기간 동안만 사용할 수 있나요?,18
현재 진행 중인 할인 이벤트가 있나요?,19
할인 이벤트가 지금 진행 중인가요?,19
현재 진행 중인 프로모션이 있나요?,19
지금 받을 수 있는 할인 혜택이 있나요?,19
현재 적용 가능한 프로모션이 있나요?,19
할인 이벤트를 확인할 수 있나요?,19
지금 참여할 수 있는 이벤트가 있나요?,19
현재 적용 중인 이벤트는 어떤 것들이 있나요?,19
현재 받을 수 있는 할인 혜택이 있나요?,19
진행 중인 이벤트를 알려주세요.,19
현재 진행 중인 이벤트는 언제까지 하나요?,19
이벤트 종료 날짜가 언제인가요?,19
현재 진행 중인 할인 기간은 언제까지인가요?,19
이벤트가 언제 끝나는지 알고 싶어요.,19
이벤트 기간이 얼마나 남았나요?,19
이벤트 마감일은 언제인가요?,19
현재 이벤트 종료일이 정해져 있나요?,19
할인 이벤트 마감일을 알려주세요.,19
프로모션은 언제 끝나나요?,19
이벤트 종료 날짜를 확인할 수 있나요?,19
상점과 직접 통화할 수 있을까요?,20
사장님과 통화할 수 있나요?,20
매장 담당자와 연락할 방법이 있나요?,20
매장 관리자에게 직접 문의할 수 있나요?,20
상점 담당자와 통화하려면 어떻게 해야 하나요?,20
가게에 직접 대화할 수 있는 방법이 있나요?,20
매장 담당자에게 이메일을 보낼 수 있나요?,20
상점 전화 연결이 가능한 시간대는 언제인가요?,20
매장 관리자와 실시간 채팅이 가능한가요?,20
상점과 직접 연결할 수 있는 서비스가 있나요?,20
상점 관리자와 직접 대화가 가능한가요?,20
사장님과 연결해 주세요.,20
사장님과 직접 연락할 수 있는지 알고 싶어요.,20
가게에 직접 연결 가능한가요?,20
매장에 직접 연결 가능한가요?,20
가게로 연결해주세요,20
매장으로 연결해주세요,20
사장님한테 연결 가능한가요?,20
문의할게 있는데 직원한테 연결해주세요,20
직원 문의 가능할까요?,20
배달비는 얼마인가요?,8
배달 금액은 얼마인가요?,8
배달비 얼마야?,8
강남역인데 배달비 늘어나?,8
거기 배달비 얼마나 들려나,8
배달비는 얼마인가요?,8
최소 주문 금액이 정해져 있나요?,8
지역별로 배달비가 달라지나요?,8
배달비가 추가로 부과되는 경우가 있나요?,8
배달비는 주문 금액에 따라 달라지나요?,8
최소 주문 금액 미만일 경우 배달이 가능한가요?,8
특정 이벤트나 프로모션으로 배달비가 할인되나요?,8
배달비는 어떻게 계산되나요?,8
배달비와 최소 주문 금액은 어디에서 확인할 수 있나요?,8
배달비가 무료인 지역은 어디인가요?,8
최소 주문 금액을 충족하지 못하면 어떻게 되나요?,8
배달비를 절약할 수 있는 방법이 있나요?,8
배달비가 무료인 특별 이벤트가 진행 중인가요?,8
최소 주문 금액은 상품 가격만 포함되나요?,8
배달비는 거리나 시간에 따라 달라지나요?,8
멤버십 서비스가 있나요? 가입하면 어떤 혜택이 있나요?,16
멤버십 프로그램이 따로 있나요? 있다면 어떤 혜택이 포함되나요?,16
멤버십 가입 시 받을 수 있는 혜택에 대해 알고 싶어요.,16
"멤버십 서비스가 제공된다면, 가입하면 어떤 점이 좋은가요?",16
VIP 멤버십 같은 특별한 서비스가 있나요?,16
멤버십 회원이 되면 어떤 추가 혜택을 누릴 수 있나요?,16
"정기적으로 이용하려고 하는데, 멤버십 옵션이 있는지 궁금합니다.",16
"멤버십 가입비가 있다면, 그만큼 어떤 혜택을 받을 수 있나요?",16
신규 멤버십 가입 시 제공되는 특별한 혜택이 있나요?,16
멤버십에 가입하면 할인 혜택이 제공되나요?,16
멤버십을 유지하면 장기적으로 어떤 혜택이 있는지 알고 싶어요.,16
멤버십 회원만 이용할 수 있는 서비스나 기능이 있나요?,16
"멤버십은 어떤 조건으로 가입할 수 있고, 혜택은 무엇인가요?",16
"멤버십이 무료인지, 아니면 유료인지 궁금합니다.",16
정회원과 비회원의 혜택 차이에 대해 알려주세요.,16
멤버십 가입 이벤트를 하고 있다면 어떤 혜택이 포함되나요?,16
멤버십 서비스의 유효 기간과 갱신 정책이 어떻게 되나요?,16
멤버십 가입 시 받을 수 있는 추가 포인트나 적립 혜택이 있나요?,16
멤버십 가입 후 바로 혜택을 받을 수 있는 건가요?,16
멤버십 등급에 따라 혜택이 다른가요? 그렇다면 어떤 차이가 있나요?,16
멤버십 해지 후에도 유지되는 혜택이 있나요?,16
현재 진행 중인 할인 이벤트가 있나요?,19
현재 진행 중인 할인 이벤트가 있나요?,19
이번 달에 적용 가능한 프로모션이나 할인 혜택이 있나요?,19
이벤트 정보는 어디에서 확인할 수 있나요?,19
지금 이용 가능한 특별 할인이나 프로모션이 있나요?,19
신규 고객을 위한 특별 이벤트가 진행 중인가요?,19
멤버십 회원 전용 할인 이벤트가 있나요?,19
특정 상품이나 서비스에 대한 할인 혜택이 제공되나요?,19
할인 이벤트의 종료일이 언제인지 알고 싶어요.,19
계절별 프로모션이나 세일 행사가 있나요?,19
현재 적용할 수 있는 쿠폰 코드나 프로모션 코드가 있나요?,19
다음 이벤트가 언제 시작되는지 알 수 있을까요?,19
이번 주 한정으로 제공되는 할인이나 특별 혜택이 있나요?,19
할인 이벤트의 적용 조건이나 제한 사항을 알고 싶어요.,19
특정 기간 동안 적용되는 프로모션이 있다면 알려주세요.,19
생일 또는 기념일에 사용할 수 있는 특별 혜택이 있나요?,19
이벤트 상품이 특정 수량 이상 구매 시 추가 할인 혜택이 있나요?,19
기간 한정 프로모션에 대해 더 알고 싶어요.,19
할인 이벤트에 참여하려면 어떻게 해야 하나요?,19
특별 프로모션이 특정 시간대에만 적용되나요?,19
정기적으로 열리는 할인 행사나 이벤트 일정이 있나요?,19
주문 취소하고 싶어,21
주문한 내역을 취소하려면 어떻게 하나요?,21
주문 변경 절차에 대해 안내받을 수 있을까요?,21
주문을 취소할 수 있는 기간은 어떻게 되나요?,21
주문 후 변경 가능한 항목이 무엇인가요?,21
주문 취소 요청은 어디에서 할 수 있나요?,21
결제가 완료된 주문도 취소가 가능한가요?,21
주문 취소 시 환불 절차는 어떻게 진행되나요?,21
배달 상태에 따라 주문 취소가 가능한지 궁금합니다.,21
주문 변경 시 추가 요금이 발생하나요?,21
주문 변경이 가능한 시간 제한이 있나요?,21
취소된 주문의 환불은 얼마나 걸리나요?,21
취소 요청이 거절될 수도 있나요? 이유가 무엇인지 알고 싶어요.,21
주문 취소/변경 상태를 확인하려면 어디로 문의하면 되나요?,21
취소 요청 후 다시 주문을 되돌릴 수 있나요?,21
주문 취소 시 할인 혜택이 유지되나요?,21
주문 변경해줘,21
개수 변경해줘,21
아 잘못 주문했다. 취소해줘,21
잘못 주문했는데 어떻게 바꿀 수 있어?,21
메뉴 변경해줘,21
변경 가능해?,21
주문한 내역을 취소하려면 어떻게 하나요?,21
영업시간 연장이 가능한 날이 있나요?,21
특별한 날에 영업시간을 연장하는 경우가 있나요?,21
공휴일에는 영업시간이 더 길게 운영되나요?,21
연장된 영업시간에 대한 공지는 어디서 확인할 수 있나요?,21
특정 이벤트가 있을 때 영업시간이 연장되나요?,21
주말이나 특정 요일에 영업시간이 더 길게 운영되나요?,21
특별 요청 시 영업시간 연장이 가능할까요?,21
영업시간이 연장되면 서비스 이용이 더 가능한가요?,21
영업시간이 늘어나기도 해?,21
영업시간 연장이 가능한 날이 있나요?,21
가장 가까운 버스 정류장은 어디에 있나요?,21
대중교통으로 갈 수 있는 방법을 알려주세요.,21
목적지까지 지하철 환승은 몇 번 해야 하나요?,21
마포구에서 대중교통으로 몇 분 정도 걸릴지 알려주세요.,21
가장 빠르게 가는 대중교통 경로는 무엇인가요?,21
버스 정류장에서 목적지까지 걸어가는 거리도 알려줄 수 있나요?,21
매장에서 가장 가까운 지하철역은 어디인가요?,21
지하철을 타고 가려면 어느 역에서 내려야 하나요?,21
근처에 어떤 랜드마크가 있나요?,21
근처에 어떤 랜드마크가 있나요?,21
여기에서 가장 가까운 랜드마크가 무엇인가요?,21
이곳 주변에 가볼 만한 유명한 장소가 있나요?,21
근처 랜드마크까지는 어떻게 가야 하나요?,21
이 지역에서 가장 인기 있는 관광 명소가 어디인가요?,21
근처 랜드마크의 운영 시간은 어떻게 되나요?,21
랜드마크 근처에 주차장이 있나요?,21
랜드마크까지 대중교통으로 이동하려면 어떤 방법이 있나요?,21
추천할 만한 랜드마크가 이 근처에 있나요?,21
랜드마크까지의 거리가 얼마나 되나요?,21
이곳에서 걸어서 갈 수 있는 랜드마크가 있나요?,21
주변 랜드마크 입장료는 얼마인가요?,21
랜드마크 근처에 식사할 수 있는 좋은 장소가 있나요?,21
가족과 함께 방문하기 좋은 랜드마크를 추천해 주세요.,21
사진 찍기 좋은 근처 랜드마크가 있나요?,21
역사적인 랜드마크가 이 근처에 있는지 궁금합니다.,21
자연경관이 아름다운 랜드마크를 추천받을 수 있을까요?,21
근처 랜드마크의 특별 행사나 이벤트가 있나요?,21
가장 가까운 랜드마크까지 택시로 얼마나 걸리나요?,21
어린이 의자가 있을까요?,21
장애인을 위한 화장실 시설이 준비되어 있나요?,21
유모차를 대여할 수 있나요?,21
장애인을 위한 주차 공간이 제공되나요?,21
어린이 놀이 공간이 따로 마련되어 있나요?,21
점자 안내판이나 음성 안내 서비스가 있나요?,21
휠체어 사용이 가능한 출입구가 있나요?,21
시설 내에 수유실이나 기저귀 교환대가 있나요?,21
유모차를 가지고 이동하기 편한가요?,21
장애인 전용 좌석이 제공되나요?,21
어린이를 위한 특별한 메뉴가 있나요?,21
장애인을 위한 전용 엘리베이터가 설치되어 있나요?,21
어린이와 함께 방문 시 편리한 시설이 있나요?,21
휠체어 대여 서비스가 제공되나요?,21
어린이 전용 화장실이 있나요?,21
장애인을 위한 보조 서비스가 있나요?,21
시설 내에서 휠체어로 이동하기 편리한가요?,21
어린이를 위한 안전 시설이 설치되어 있나요?,21
점자 메뉴나 음성 서비스가 제공되나요?,21
장애인을 위한 출입구 경사로가 있나요?,21
와이파이 사용 가능한가요?,21
여기 와이파이 비밀번호가 있나요?,21
와이파이는 무료로 제공되나요?,21
와이파이 연결 방법을 알려주세요.,21
와이파이 신호가 약한데 도움을 받을 수 있을까요?,21
와이파이 비밀번호를 어디에서 확인할 수 있나요?,21
고객 전용 와이파이가 있나요?,21
와이파이는 모든 공간에서 사용 가능한가요?,21
와이파이 연결이 안 될 때 어떻게 해야 하나요?,21
와이파이 제공 시간에 제한이 있나요?,21
와이파이를 사용하려면 따로 등록이 필요한가요?,21
와이파이 속도는 어느 정도인가요?,21
와이파이를 사용하는 데 추가 비용이 발생하나요?,21
와이파이 접속 제한이 걸릴 경우 어떻게 해결할 수 있나요?,21
"와이파이가 모두에게 제공되나요, 아니면 특정 고객만 사용 가능한가요?",21
와이파이를 사용할 수 없는 공간도 있나요?,21
와이파이와 관련된 공지사항은 어디에서 확인할 수 있나요?,21
화장실이 어디에 있나요?,21
고객용 화장실을 이용할 수 있나요?,21
화장실 위치를 안내받고 싶어요.,21
남녀 구분 화장실이 따로 있나요?,21
화장실은 몇 층에 있나요?,21
화장실 이용 시간에 제한이 있나요?,21
화장실이 잠겨 있을 때는 어떻게 해야 하나요?,21
화장실 열쇠가 필요한 경우 어디에서 받을 수 있나요?,21
기저귀 교환대가 있는 화장실인가요?,21
화장실 근처에 추가 시설이 있나요?,21
화장실 상태가 좋지 않을 때 누구에게 알리면 되나요?,21
화장실은 무료로 이용할 수 있나요?,21
화장실 안에 비누와 휴지가 준비되어 있나요?,21
화장실 출입구가 별도로 표시되어 있나요?,21
화장실 청소 시간은 언제인가요?,21
화장실을 이용하려면 직원에게 문의해야 하나요?,21
외부 고객도 화장실을 사용할 수 있나요?,21
화장실 이용 관련 공지는 어디에서 확인할 수 있나요?,21
죄송하지만 혹시 아이폰 충전 잠깐 가능할까요?,21
8핀 충전기인데 사용 가능할까요?,21
매장에서 충전기를 대여해 주시나요?,21
안드로이드 충전기는 구비되어 있나요?,21
테이블 옆에 충전 포트가 설치되어 있나요?,21
매장에 무선 충전기가 있나요?,21
"혹시 배터리가 거의 없는데, 잠깐 충전할 수 있을까요?",21
