user,intent_num
고객들이 가장 좋아하는 메뉴를 알려주세요.,1
추천 메뉴 중에서 매운맛이 있는 것도 있나요?,1
이번 달 인기 메뉴를 소개해 주세요.,1
많이 찾는 메뉴를 하나 추천해 주세요.,1
이 매장의 시그니처 메뉴는 뭔가요?,1
지금 제일 인기 있는 메뉴는 무엇인가요?,1
특별한 메뉴 좀 추천해 주세요.,1
특별히 추천할 만한 메뉴가 있나요?,1
손님들이 많이 찾는 메뉴는 어떤 건가요?,1
대표 메뉴로 뭐가 있어요?,1
여기에서 가장 특별한 메뉴가 뭐예요?,1
사람들이 많이 주문하는 메뉴 알려주세요.,1
이곳에서만 맛볼 수 있는 메뉴는 뭐가 있나요?,1
특별한 날 먹을만한 메뉴 추천해 주세요.,1
사장님 추천 메뉴는 어떤 건가요?,1
특별히 이 집만의 시그니처 메뉴 있나요?,1
인기 있는 대표 메뉴를 알려주세요.,1
특별히 자신 있는 메뉴 추천 부탁드려요.,1
여기는 뭐가 제일 맛있나요?,1
방문하면 꼭 먹어야 할 메뉴 추천해 주세요.,1
매장만의 특별한 인기 메뉴가 뭐예요?,1
손님들이 제일 좋아하는 메뉴 알려주세요.,1
처음 왔는데 추천 메뉴 뭐가 좋아요?,1
특별히 많이 팔리는 메뉴가 궁금합니다.,1
오늘 추천해줄 특별한 메뉴 있나요?,1
특별 메뉴가 따로 있나요?,1
너가 생각할 때 괜찮은 메뉴 알려줘,1
요즘 나온 신메뉴가 있나요?,2
가장 최근에 나온 메뉴가 무엇인가요?,2
신메뉴 알려줘,2
신메뉴 뭐 있어?,2
최근에 나온 메뉴 알려줄 수 있니?,2
요즘 새로 나온 메뉴 있어?,2
최근에 나온 메뉴가 뭐야?,2
나온지 얼마 안된 메뉴 알려줄래?,2
요즘 나온 신메뉴가 있나요?,2
새롭게 출시된 메뉴가 뭐예요?,2
신메뉴 추천 좀 해주세요.,2
최근에 나온 새로운 메뉴가 있나요?,2
이번에 나온 신메뉴 뭐가 있어요?,2
신메뉴가 있다면 알려주세요.,2
가장 최근에 출시된 메뉴를 보고 싶어요.,2
새로운 메뉴가 나왔나요?,2
신메뉴 중에서 추천할 만한 게 뭐예요?,2
여기서 새로 추가된 메뉴는 뭐예요?,2
최근에 나온 특별한 신메뉴가 있나요?,2
이번 시즌 신메뉴가 궁금해요.,2
신메뉴 메뉴판을 보여주세요.,2
가장 핫한 신메뉴 뭐예요?,2
신메뉴 출시된 거 알려주세요.,2
계절 신메뉴가 있으면 추천해 주세요.,2
신메뉴 이벤트 하고 있나요?,2
새로운 메뉴를 하나 추천해 주세요.,2
신메뉴 중에서 가장 인기가 많은 건 뭐예요?,2
여름/겨울 신메뉴 뭐가 있어요?,2
지금만 먹을 수 있는 신메뉴가 있나요?,2
계절 특선 신메뉴는 뭐예요?,2
가장 최근에 나왔던 신메뉴가 궁금해요.,2
새로운 요리가 나왔으면 알려주세요.,2
오늘부터 판매하는 신메뉴가 있나요?,2
새로운 메뉴 출시 소식이 궁금해요.,2
신메뉴 중에서 대표 메뉴는 뭔가요?,2
새로 나왔지만 특별히 인기 있는 메뉴가 있나요?,2
지금 맛볼 수 있는 새로운 메뉴 알려주세요.,2
프로모션 중인 신메뉴가 있나요?,2
최근에 나온 메뉴는 뭐가 있어요?,2
새롭게 출시된 메뉴가 궁금해요.,2
신상 메뉴 알려주세요.,2
최근에 나온 특별한 메뉴 있나요?,2
새로운 메뉴 좀 보여주세요.,2
신메뉴 이벤트 하고 있나요?,2
요즘 제일 인기 있는 신메뉴가 뭐예요?,2
신메뉴가 언제 나왔나요?,2
새로 나온 음식 메뉴 소개해주세요.,2
이번에 추가된 메뉴 뭐예요?,2
요즘 뭐 새로 나온 거 없나요?,2
신메뉴 중에서 추천해줄만한 거 있나요?,2
새로 나온 음식이 어떤 게 있나요?,2
이번 시즌에 나온 메뉴 알려주세요.,2
신메뉴 가격이 얼마예요?,2
최근에 추가된 메뉴에서 제일 인기 있는 건 뭔가요?,2
신메뉴 할인 이벤트 있나요?,2
새로운 메뉴 중에서 제일 잘 나가는 건 뭐예요?,2
메뉴판에 새로 추가된 음식이 있나요?,2
신메뉴는 언제까지 판매하나요?,2
계절별로 나온 새로운 메뉴가 있나요?,2
이번 달 새로 나온 메뉴 알려주세요.,2
신메뉴는 어떤 맛인가요?,2
특별히 나온 새 메뉴가 있나요?,2
신메뉴가 매운맛인지 궁금해요.,2
최근에 추천하는 신메뉴가 뭔가요?,2
이번에 나온 신메뉴 뭐예요?,2
새로 추가된 메뉴 있으면 알려주세요.,2
신메뉴 출시 소식이 있나요?,2
최근에 나왔던 신메뉴 좀 추천해주세요.,2
지금 신메뉴로 추천할 만한 거 뭐 있어요?,2
특별히 새로 나온 메뉴가 인기 있나요?,2
신메뉴 중에서 먹어봐야 할 거 있나요?,2
요즘 신상 메뉴 어떤 게 나왔나요?,2
겨울 특선 메뉴는 어떤 것들이 있나요?,2
겨울 특선 메뉴 있어?,2
겨울에만 판매하는 메뉴 있나요?,2
겨울 특선 메뉴는 뭐 있는지 알려줄래?,2
겨울 특선 메뉴 알려줘,2
겨울에 파는 메뉴 있니?,2
겨울 특선 메뉴는 어떤게 있는지 알려줘,2
여름 특선 메뉴는 어떤 것들이 있나요?,2
여름 특선 메뉴 있어?,2
여름에만 판매하는 메뉴 있나요?,2
여름 특선 메뉴는 뭐 있는지 알려줄래?,2
여름 특선 메뉴 알려줘,2
여름에 파는 메뉴가 있나요?,2
여름 특선 메뉴는 어떤게 있는지 알려줄래?,2
프로모션 메뉴는 어떤 것들이 있나요?,2
콜라보 이벤트 중인 메뉴 있나요?,2
프로모션 진행중인 메뉴 있나요?,2
프로모션 메뉴 뭐 있어?,2
이벤트 메뉴 있나요?,2
지금 진행중인 이벤트가 적용되는 메뉴 있나요?,2
한정 메뉴는 뭐가 있나요?,2
지금 판매 중인 한정 메뉴 알려주세요.,2
지금만 판매하는 한정 메뉴가 있나요?,2
시즌 한정 메뉴 추천해주세요.,2
한정 판매 중인 음식이 뭐예요?,2
이번 시즌에만 먹을 수 있는 메뉴가 있나요?,2
지금 한정적으로 판매하는 메뉴가 궁금해요.,2
한정 메뉴 리스트 좀 보여주세요.,2
기간 한정 메뉴는 뭐가 있나요?,2
특별 판매 메뉴나 한정판 음식 있나요?,2
현재 진행 중인 한정 메뉴 알려주세요.,2
이번 행사에만 나오는 메뉴가 있나요?,2
한정 기간 동안만 판매하는 음식이 뭐예요?,2
지금 이벤트로 한정 판매하는 메뉴 있나요?,2
한정판 음식 중에 추천할 만한 게 있나요?,2
이번에만 나오는 메뉴 있나요?,2
특별 시즌 메뉴 좀 알려주세요.,2
지금만 맛볼 수 있는 한정 메뉴는 어떤 건가요?,2
이번 주에만 한정으로 판매하는 메뉴 있나요?,2
한정 수량으로 판매하는 메뉴가 궁금해요.,2
지금만 판매하는 메뉴가 있나요?,2
이번 시즌에만 나오는 메뉴 알려주세요.,2
특별히 판매 중인 메뉴가 궁금해요.,2
이번에만 맛볼 수 있는 메뉴 있나요?,2
행사 메뉴로 나오는 음식이 뭐예요?,2
지금 진행 중인 특별 메뉴가 뭐예요?,2
기간 동안만 판매하는 메뉴가 있나요?,2
이번 시즌 추천 메뉴 알려주세요.,2
특별히 준비된 메뉴가 있나요?,2
지금 진행되는 메뉴 이벤트가 있나요?,2
이번 행사에만 나오는 메뉴는 뭐예요?,2
현재만 제공하는 메뉴를 알고 싶어요.,2
이벤트로만 나오는 음식이 뭐예요?,2
특정 기간에만 제공되는 메뉴 알려주세요.,2
요즘만 판매하는 특별 메뉴가 있나요?,2
이번 이벤트 메뉴 추천해주세요.,2
현재 행사 중인 메뉴가 뭐예요?,2
이번에 새로 나온 메뉴가 있나요?,2
포장 주문도 가능한가요?,3
포장 가능한가요?,3
테이크 아웃 가능한가요?,3
싸가는거 돼?,3
집에가서 먹을건데 괜찮지?,3
싸가고 싶은데 가능해?,3
집에 가서 먹으려는데 가능하죠?,3
배달 주문도 가능한가요?,3
배달 가능한가요?,3
배달 되나요?,3
배달 시키고 싶은데 가능하죠?,3
배달 주문 받으시나요?,3
배달 되는지 알려줄 수 있어?,3
배달 가능한지 알려줄래요?,3
포장 주문 가능한가요?,3
포장 되나요?,3
포장 가능한지 알려줄래?,3
포장 가능해?,3
포장 주문 가능한지 알려줄 수 있나요?,3
포장 되는지 말해줄래?,3
포장 가능한가요?,3
포장 주문 되나요?,3
포장 주문 가능할까요?,3
포장 주문 되는지 알려줘,3
포장 주문 가능해?,3
포장 주문 가능할까?,3
포장 서비스 제공 되나요?,3
싸가는거 가능해?,3
싸갈 수 있어?,3
테이크 아웃 가능해?,3
테이크 아웃 되나요?,3
싸갈 수 있나요?,3
테이크 아웃 되는지 알려줄래요?,3
테이크 아웃 가능한가요?,3
매장에서 식사 가능하죠?,3
매장에서 먹으려는데 되나요?,3
여기서 먹고 가도 되죠?,3
매장 주문 되나요?,3
가게에서 먹을 수 있나요?,3
내점 주문 되죠?,3
매점 안에서 먹는거 가능하죠?,3
제로페이 결제 가능한가요?,4
제로페이로 결제 되나요?,4
간편 결제로 가능한거 뭐 있나요?,4
애플페이 되나요?,4
네이버페이 되나요?,4
카카오페이 가능하죠?,4
결제 수단 알려줄래요?,4
애플페이 결제 가능한가요?,4
카카오페이 결제 가능한가요?,4
비버페이 결제 가능한가요?,4
간편 결제 수단을 알려줄 수 있나요?,4
지역페이 사용 가능한가요?,4
지역에서만 사용 가능한 페이도 되나요?,4
지역페이 쓸 수 있나요?,4
지역페이 어떤거 쓸 수 있는지 알려줄래요?,4
계좌이체 가능한가요?,4
계좌이체도 받으시죠?,4
오늘 영업 종료 시간이 몇 시인가요?,5
영업 시간이 몇 시인가요?,5
몇시부터 시작하시나요?,5
언제까지 영업하시나요?,5
영업 시간을 알 수 있나요?,5
영업 시간 알려줄래,5
가게 영업시간 알려줘,5
몇시부터 몇시까지 운영하시나요?,5
오늘 영업 종료 시간 알려줄래?,5
영업 종료 시간 알려줘,5
몇시까지 영업하는지 알려줄래?,5
몇시부터 시작하는지 알려줄래?,5
영업 시간이 어떻게 돼?,5
가게 영업 시간 알려줄 수 있어?,5
매장 영업 시간이 어떻게 되나요?,5
가게 언제까지 영업하나요,5
매장 영업 시간 알려줘,5
영업시간 몇시까지 인가요?,5
매장 운영 시간 알려줘,5
몇시까지 운영해?,5
가게 몇시까지 운영하는지 말해줘,5
주말에도 운영하시나요?,6
주말 운영 여부 알 수 있나요?,6
주말에 언제 쉬나요?,6
주말 이틀 전부 쉬나요?,6
토요일 쉬나요?,6
일요일 쉬나요?,6
휴일 알려줄 수 있어?,6
정기 휴무가 있나요?,6
정기적으로 쉬는 때 있나요?,6
주기적으로 쉬는 날이 있는지 알려줄래?,6
정기 휴무일 알려줄래?,6
정기 휴무 있어?,6
주기적으로 쉬는 때는 언제야?,6
정기 휴무 있는지 알 수 있어?지,6
공휴일에도 운영하시나요?,6
공휴일 운영 하나요?,6
공휴일은 운영하는지 알려줄래?,6
공휴일 언제 쉬나요?,6
빨간날 쉬어?,6
공휴일에 운영하는지 알 수 있나요?,6
공휴일에 운영해?,6
신사동 까지 배달 가능한가요?,7
어디까지 배달 되는지 알려줘,7
배달 가능한 지역을 알려줄 수 있나요?,7
배달 되는 지역 말해줘,7
가게에서 어디까지 배달 돼?,7
배달 되는 지역을 알려줄 수 있어?,7
여기까지 배달 가능한가요?,7
배달 되는 지역을 알려줄래?,7
배달 어디까지 가능한지 알려줄래?,7
배달 되는 지역이 어디인가요?,7
주문하려는데 배달 가능한 지역인지 확인해 주세요.,7
지금 주문하려고 하는데 여기 배달되나요?,7
제가 사는 곳이 배달 가능 지역인지 알아봐 주세요.,7
배달 가능 지역인지 확인 좀 부탁드려요.,7
여기로 배달 가능한지 알려주시겠어요?,7
배달 가능한지 확인하고 주문하려고 합니다.,7
제가 주문하려는 곳으로 배달이 가능한가요?,7
지금 주문할 수 있는 배달 가능 지역인지 알려주세요.,7
주문할 건데 이 주소로 배달이 되나요?,7
주문 전 배달 가능 여부를 확인해 주세요.,7
배달 가능한지 확인 후 주문하려고 해요.,7
배달 가능 지역인지 체크해 주시겠어요?,7
"여기가 배달 가능한지 알려주세요, 주문하려고 해요.",7
주문 전에 배달 가능 여부를 확인하고 싶습니다.,7
지금 위치에서 주문할 수 있나요?,7
배달 가능한 지역인지 먼저 확인 부탁드려요.,7
여기 배달되는지 확인 후 주문할게요.,7
주문하려고 하는데 배달 가능한지 궁금해요.,7
배달 권역인지 확인 부탁드립니다.,7
배달 가능 지역인지 확인해 주시면 주문하겠습니다.,7
배달 가능 지역을 알려줄 수 있나요?,7
배달 가능한 지역이 어디인가요?,7
제가 있는 곳에서 배달 가능한가요?,7
배달 가능 범위가 어떻게 되나요?,7
배달 서비스가 제공되는 지역이 궁금해요.,7
현재 위치에서 배달 가능한지 알고 싶어요.,7
배달 가능 지역을 확인하려면 어떻게 해야 하나요?,7
배달 가능 범위를 알려주세요.,7
동대문까지 배달이 가능한가요?,7
배달 가능한 거리 기준이 있나요?,7
배달 가능한 반경은 몇 km인가요?,7
제 위치에서 배달이 가능한지 알려주세요.,7
매장에서 배달할 수 있는 최대 거리는 몇 km인가요?,7
배달 가능 여부를 어떻게 확인할 수 있나요?,7
강남역으로 배달 가능한가요?,7
이 주소로 배달이 되나요?,7
서울역 근처로도 배달하시나요?,7
잠실 지역은 배달 가능 지역인가요?,7
여의도에 배달이 되나요?,7
홍대 근처는 배달 가능 지역인가요?,7
배달 가능 지역을 지도에서 확인할 수 있나요?,7
특정 지역으로 배달이 가능한가요?,7
매장에서 몇 km까지 배달 가능한지 알고 싶어요.,7
배달 가능 지역 목록이 있나요?,7
제가 있는 곳으로 배달 가능한지 확인 부탁드립니다.,7
역삼동은 배달 가능 지역인가요?,7
마포구 쪽으로도 배달되나요?,7
분당까지 배달이 가능하나요?,7
성수동 근처로 배달 가능한지 궁금해요.,7
배달 가능한 지역이 어디인가요?,7
배달 되는 곳 어디까지야?,7
배달 되는 곳을 알려줄 수 있어?,7
배달 되는 지역 알려줄 수 있나요?,7
배달 주문 가능한 지역 어디인지 알 수 있어?,7
배달 가능한 지역 어디까지야?,7
어디까지 배달 되는지 알려주라,7
배달 가능한 범위가 정해져 있나요?,7
배달비는 얼마인가요?,8
배달비 얼마인지 알려줄래?,8
배달비가 따로 있나요?,8
배달 비용 알려줄래?,8
배달 시키려는데 배달비 얼마야?,8
배달팁이 따로 있나요?,8
배달팁은 얼마인가요?,8
배달팁이 얼마야?,8
배달 비용 알려줄 수 있나요?,8
배달비를 알려줄 수 있나요?,8
배달팁을 알려줄 수 있나요?,8
최소 주문 금액은 얼마인가요?,8
최소 주문 금액이 있나요?,8
최소 주문 금액을 알려줘,8
최소 주문 금액이 얼마인지 알 수 있을까?,8
최소 주문 금액을 알려줘,8
배달주문하려면 최소한으로 시켜야하는 금액이 얼마야?,8
배달시키려면 얼마나 시켜야해?,8
배달 시킬건데 최소 주문금액은 얼마야?,8
배달 주문시 최소 주문 금액은 얼마인지 알려줄래?,8
배달 시킬 때 얼마나 시켜야하는지 알려줘,8
배달비는 얼마인가요?,8
최소 주문 금액은 얼마부터 가능한가요?,8
배달하려면 최소 얼마를 주문해야 하나요?,8
배달비가 어떻게 책정되나요?,8
최소 주문 금액 기준을 알려주세요.,8
배달비 포함 가격을 알 수 있을까요?,8
배달비와 최소 주문 금액이 궁금해요.,8
배달비는 거리에 따라 달라지나요?,8
배달비는 따로 부과되나요?,8
최소 주문 금액이 정해져 있나요?,8
배달비와 최소 주문 금액 조건을 알려주세요.,8
배달비는 무료인가요?,8
배달하려면 얼마 이상 주문해야 하나요?,8
무료 배달 조건이 있나요?,8
배달비가 지역마다 다른가요?,8
최소 주문 금액이 충족되지 않으면 어떻게 되나요?,8
배달비와 관련된 세부 사항을 알고 싶어요.,8
배달비는 결제 시 포함되나요?,8
배달비 할인 혜택이 있나요?,8
최소 주문 금액을 충족해야만 배달이 가능한가요?,8
> 전화로 예약할 수 있나요?,9
> 온라인으로 예약할 수 있나요?,9
전화 예약 가능한가요?,9
예약 가능한가요?,9
예약 되나요?,9
예약 주문 가능한가요?,9
예약 주문 되나요?,9
전화 예약 되나요?,9
전화 예약 가능한지 알려줄래?,9
예약 가능한지 알려줄래?,9
온라인 예약 가능한가요?,9
온라인 예약 되나요?,9
온라인으로 예약 가능할까요?,9
온라인으로 예약 되는지 알려줄래?,9
전화로 예약 되나요?,9
온라인 예약 여부 알려줄래요?,9
온라인 예약 돼?,9
전화 예약 돼?,9
전화 또는 온라인으로 예약 되나요?,9
전화 또는 온라인으로 예약 가능한가요?,9
예약을 변경하려면 어떻게 해야 하나요?,10
예약 변경 절차를 알려줄래?,10
예약 변경 어떻게 해?,10
예약 변경하려면 어떻게 해야하는지 알려줘,10
예약 바꿀 수 있을까?,10
예약 변경 가능한지 알려줘,10
예약한거 바꾸고 싶어,10
예약 변경 어떻게 하는지 알려줄 수 있니?,10
예약 변경 절차를 알 수 있을까?,10
예약한거 바꾸고 싶은데 어떻게 해야해,10
예약을 취소하려면 어떻게 해야 하나요?,10
예약 취소 절차 알려줘,10
예약을 취소하려면 뭐 해야 하나요?,10
예약을 취소하고 싶어요,10
예약을 취소하려면 어떻게 해야하는지 알려줄래요?,10
예약 취소 절차를 알 수 있을까요?,10
예약을 취소할 수 있나요?,10
예약 취소 가능한가요?,10
아까 예약했는데 취소할 수 있을까?,10
예약 취소 방법을 알려줄 수 있나요?,10
지금 가면 대기 시간이 얼마나 되나요?,11
지금 가면 얼마나 기다려야 하나요?,11
현재 대기시간을 알 수 있을까요?,11
지금 매장 대기시간이 얼마나 되나요?,11
대기 시간이 있나요?,11
지금 가면 얼마나 기다리는지 알 수 있나요?,11
현재 대기시간 알려줄래요?,11
혹시 대기열이 있나요?,11
가면 바로 주문할 수 있나요?,11
가서 주문하면 얼마나 기다려야 할까요?,11
사람들이 얼마나 많은지 알 수 있나요?,11
혹시 지금 가면 기다려야 하나요?,11
얼마나 기다려야 주문 할 수 있을지 알려줄래?,11
주문 대기 시간을 알려줘,11
지금 매장에 가면 대기 시간이 긴가요?,11
지금 방문하면 대기 없이 바로 입장할 수 있나요?,11
대기 시간이 길어질 가능성이 있나요?,11
지금 방문하면 몇 분 정도 기다려야 할까요?,11
예약 없이 가면 기다려야 하나요?,11
실시간 대기 현황을 확인할 수 있나요?,11
상점의 정확한 주소를 알려주세요.,12
상점 주소를 알고 싶어,12
매장이 어디 있는지 알려줄래?,12
매장 위치를 알 수 있을까요?,12
상점 위치를 알 수 있을까요?,12
상점이 어디에 있는지 알려줘,12
가게 위치 알려줘,12
가게가 어디에 있는지 알 수 있을까?,12
상점의 정확한 주소가 어떻게 돼?,12
매장의 정확한 주소가 어떻게 되나요?,12
가게의 정확한 주소를 알 수 있나요?,12
상점의 위치가 궁금해요,12
매장의 위치를 알고 싶어요,12
가게 주소를 알려주시겠어요?,12
상점 위치 안내 부탁드려요,12
가게가 있는 곳이 어디예요?,12
가게 위치 확인하고 싶어요,12
가게가 어느 지역에 있는지 알 수 있나요?,12
상점의 위치를 자세히 알고 싶어요,12
상점 주소 알려줄 수 있나요?,12
좌석 수가 얼마나 되나요?,13
매장에 좌석이 몇 개나 있나요?,13
식당 좌석수가 얼마나 되나요?,13
좌석이 몇 개나 있는지 알려줄래?,13
매장에 앉을 자리가 얼마나 있나요?,13
식당 좌석 수가 궁금해요.,13
좌석이 몇 개인지 확인할 수 있나요?,13
매장의 좌석 수용 능력이 어떻게 되나요?,13
가게에서 앉을 수 있는 자리가 몇 개나 있나요?,13
매장 좌석 수가 몇 개인지 알려주세요.,13
테이블이 몇 개나 있나요?,13
상점에 식탁이 몇 개나 있어요?,13
가게에 테이블이 얼마나 있는지 알려줄래요?,13
가게에 있는 테이블 수가 궁금해요.,13
식당 테이블 수가 어떻게 되나요?,13
테이블 수가 총 몇 개인지 알려주세요.,13
식당 테이블이 얼마나 되는지 확인할 수 있나요?,13
매장의 테이블 수가 몇 개인가요?,13
테이블 개수 정보를 알 수 있을까요?,13
가게 안에 테이블이 몇 개 설치되어 있나요?,13
야외 테라스나 단독 룸 자리가 있나요?,14
프라이빗 룸이 마련되어 있나요?,14
매장에 야외 테라스가 있나요?,14
개별 룸이 있는지 알려주세요.,14
가게에 단독 룸이 있는지 확인할 수 있나요?,14
야외 테이블이 준비되어 있나요?,14
야외 테라스를 사용할 수 있나요?,14
룸이 따로 있나요?,14
야외 좌석 이용이 가능한지 궁금해요.,14
개인 룸 사용이 가능한가요?,14
야외에서 식사 가능한 공간이 있나요?,14
개인 룸이 있는지 알려주세요.,14
야외 공간이 있는지 알고 싶어요.,14
단독 룸이 몇 개나 있나요?,14
야외 테라스에 좌석은 몇 개나 있나요?,14
야외 테라스 이용 가능한가요?,14
개별 룸 이용 가능한가요?,14
방이 따로 있나요?,14
야외 테라스 자리가 있나요?,14
개별 룸이 따로 마련되어 있나요?,14
테라스에서 식사가 가능한가요?,14
독립된 룸이 있는지 궁금해요.,14
야외 자리 이용이 가능한가요?,14
프라이빗하게 사용할 수 있는 공간이 있나요?,14
테라스 좌석이 따로 있나요?,14
조용히 사용할 수 있는 개별 룸이 있나요?,14
단독으로 사용할 수 있는 공간이 있나요?,14
야외에서 식사 가능한 공간이 있나요?,14
가족이나 단체를 위한 독립된 룸이 있나요?,14
테라스에서 식사가 가능하면 자리 예약할 수 있나요?,14
프라이빗 룸이 몇 개 있는지 알 수 있을까요?,14
야외에서 분위기 좋은 자리를 예약할 수 있나요?,14
테라스 좌석이 있는지 확인 부탁드립니다.,14
개별 룸이 있는지 알려주세요.,14
단체 손님을 위한 별도 룸이 마련되어 있나요?,14
야외 테이블이 몇 개 있는지 알 수 있나요?,14
테라스 자리 예약이 가능한가요?,14
프라이빗한 룸을 예약하고 싶어요.,14
야외 테라스 있나요?,14
룸이 있나요?,14
멤버십 서비스가 있나요? 가입하면 어떤 혜택이 있나요?,15
멤버십에 가입하면 어떤 혜택을 받을 수 있나요?,15
멤버십 가입 방법을 알고 싶어요.,15
멤버십 프로그램이 있는지 알려주세요.,15
멤버십 가입 시 어떤 할인이 제공되나요?,15
멤버십 가입 비용은 얼마인가요?,15
멤버십 혜택을 자세히 설명해주세요.,15
멤버십 등급별 혜택이 어떻게 되나요?,15
멤버십 가입 조건이 있나요?,15
멤버십 서비스 기간은 얼마나 되나요?,15
멤버십 등급이 올라가면 어떤 혜택이 추가되나요?,15
멤버십 서비스에 대해 더 알고 싶어요.,15
멤버십 혜택은 어떤 상품에 적용되나요?,15
멤버십 가입은 온라인으로도 가능한가요?,15
멤버십 가입 프로모션이 있나요?,15
멤버십은 가족과 공유할 수 있나요?,15
멤버십 혜택은 특정 기간에만 유효한가요?,15
멤버십 혜택이 어떻게 되나요?,15
멤버십 가입은 어떻게 하나요?,15
멤버십 가입을 하고 싶은데 방법을 알 수 있나요?,15
포인트는 얼마부터 사용할 수 있나요?,16
포인트를 사용할 수 있는 최소치는 얼마인가요?,16
포인트는 얼마부터 쓸 수 있나요?,16
포인트 사용 기준이 있나요?,16
포인트는 얼마 이상이어야 사용할 수 있나요?,16
포인트 사용 시 최소 조건이 있나요?,16
포인트 사용을 위한 최소 누적 금액은 얼마인가요?,16
포인트는 일정 금액 이상이어야 사용할 수 있나요?,16
포인트는 적립된 즉시 사용할 수 있나요?,16
포인트 사용을 위한 최소 요구 조건은 무엇인가요?,16
포인트는 얼마 이상 모아야 사용할 수 있나요?,16
포인트는 얼마나 적립되나요?,16
포인트 적립 기준이 있나요?,16
포인트는 사용한 금액에서 얼마나 적립되나요,16
포인트가 적립되는 양을 알고 싶어요,16
포인트 적립 비율은 어떻게 되나요?,16
포인트는 몇 점부터 사용할 수 있나요?,16
적립된 포인트를 사용하려면 기준이 있나요?,16
포인트 사용 가능한 최소 점수를 알려주세요.,16
적립된 포인트는 어디에 사용할 수 있나요?,16
포인트는 몇 점 이상부터 쓸 수 있나요?,16
포인트 사용 방법이 궁금해요.,16
현재 적립된 포인트를 확인하려면 어떻게 해야 하나요?,16
포인트를 현금처럼 사용할 수 있나요?,16
포인트 사용은 주문 금액에 제한이 있나요?,16
포인트를 사용하면 추가 할인 혜택이 있나요?,16
포인트 적립 비율은 어떻게 되나요?,16
포인트 사용 조건을 자세히 알고 싶어요.,16
최소 몇 점부터 포인트를 쓸 수 있나요?,16
포인트는 결제 시 자동으로 적용되나요?,16
적립된 포인트의 유효 기간은 얼마인가요?,16
포인트를 사용하면 추가 포인트가 적립되나요?,16
포인트를 다른 사람과 공유할 수 있나요?,16
포인트로 특정 메뉴를 구매할 수 있나요?,16
포인트로 할인이 되는 메뉴가 따로 있나요?,16
사용 가능한 포인트 점수를 확인하고 싶어요.,16
포인트 적립 퍼센트가 궁금해요.,16
포인트는 구매 금액의 몇 퍼센트가 적립되나요?,16
구매시 포인트가 얼마나 적립되는지 알 수 있나요?,16
포인트는 결제 금액의 몇 퍼센트 적립되나요?,16
포인트 적립 기준을 알 수 있나요?,16
