user,intent_num
주문 가능한 요리 목록을 알고 싶어요.,0
판매 중인 음식 종류가 어떤 게 있습니까?,0
제공하는 음식 리스트를 보고 싶습니다.,0
음식 메뉴가 어떻게 구성되어 있는지 궁금합니다.,0
주문 가능한 모든 음식 종류를 확인하고 싶습니다.,0
가게에서 팔고 있는 메뉴를 보여 주세요.,0
음식 선택 옵션이 어떤 게 있나요?,0
현재 메뉴판에 있는 모든 음식을 보고 싶어요.,0
현재 주문 가능한 음식 리스트를 보고 싶습니다.,0
음식 종류를 상세히 알려 주세요.,0
제공되는 음식 종류를 보고 싶습니다.,0
메뉴 구성 내용을 확인하고 싶습니다.,0
주문할 수 있는 모든 음식 종류를 알고 싶어요.,0
제공하는 음식 리스트를 확인할 수 있나요?,0
주문 가능한 메뉴를 알고 싶습니다.,0
제공하는 음식 종류를 알고 싶습니다.,0
판매하고 있는 음식이 어떤 게 있는지 알고 싶어요.,0
음식 선택 메뉴가 궁금합니다.,0
현재 음식 종류가 어떤 게 있는지 알려 주세요.,0
주문할 수 있는 음식 종류가 무엇인가요?,0
판매하고 있는 모든 요리를 알고 싶어요.,0
가게에서 제공하는 요리 종류를 확인하고 싶어요.,0
판매하고 있는 음식이 무엇인지 알려 주세요.,0
음식 메뉴판 내용을 자세히 확인하고 싶어요.,0
현재 주문 가능한 음식이 어떤 게 있는지 보고 싶습니다.,0
가게의 모든 요리 목록을 보고 싶어요.,0
판매 중인 요리 종류가 무엇인지 알려 주세요.,0
가게의 음식 메뉴판을 보고 싶어요.,0
음식 종류 리스트를 알려 주세요.,0
현재 판매 중인 음식이 무엇인지 알고 싶습니다.,0
제공하는 모든 요리를 보고 싶어요.,0
가게에서 제공하는 음식이 어떤 게 있는지 궁금합니다.,0
현재 판매 중인 모든 음식을 보고 싶어요.,0
판매하는 모든 음식 리스트를 확인하고 싶습니다.,0
제공되는 음식 목록이 어떻게 되는지 알고 싶어요.,0
불고기 가격은요?,1
김치찌개 값은 얼마인가요?,1
회덮밥 얼마인가요?,1
순대국 값은요?,1
비빔밥 가격 알려 주세요.,1
샐러드 값은 얼마인가요?,1
덮밥 가격이 얼마예요?,1
스프 한 그릇 값은요?,1
김밥 세트 얼마인가요?,1
해물파전 가격 알려 주세요.,1
탕수육 가격은요?,1
닭갈비 값은 얼마입니까?,1
양념치킨 한 마리 얼마인가요?,1
스테이크 세트 가격은요?,1
소고기 구이 값은요?,1
연어 스테이크 얼마예요?,1
버섯 스프 값은요?,1
치즈 오믈렛 가격은요?,1
토스트 세트 얼마인가요?,1
아이스크림 한 스쿱 값은요?,1
샌드위치 세트 얼마인가요?,1
새우튀김 가격 알려 주세요.,1
감자튀김 작은 사이즈는요?,1
야채죽 가격은 얼마인가요?,1
계란말이 한 접시 값은요?,1
참치 샌드위치 얼마인가요?,1
바나나 주스 값은요?,1
오렌지 주스 얼마예요?,1
스무디 한 잔 값은요?,1
모카 라떼 가격은요?,1
아메리카노 한 잔 얼마인가요?,1
카푸치노 값은요?,1
라면 한 그릇 값은요?,1
칼국수 얼마예요?,1
짬뽕 가격은요?,1
물냉면 값은 얼마인가요?,1
비빔국수 얼마예요?,1
수제버거 가격은요?,1
햄버거 세트 얼마인가요?,1
피자 한 판 값은요?,1
떡볶이 값은요?,1
불고기 덮밥 가격은요?,1
참치 회 한 접시 얼마인가요?,1
회덮밥 세트 얼마인가요?,1
찜닭 가격은요?,1
돈가스 세트 얼마예요?,1
양념갈비 한 접시 값은요?,1
순두부찌개 값은요?,1
마카롱 한 개 값은요?,1
타르트 한 조각 얼마예요?,1
크로와상 가격은요?,1
케이크 한 조각 값은요?,1
밀크티 가격은요?,1
홍차 한 잔 값은요?,1
녹차 라떼 값은요?,1
마끼 롤 가격은요?,1
새우 초밥 세트 얼마인가요?,1
생선회 한 접시 값은요?,1
광어 회 얼마예요?,1
연어 사시미 가격은요?,1
미소된장국 값은요?,1
우동 값은요?,1
참치 김밥 얼마인가요?,1
야채 주먹밥 가격은요?,1
치킨텐더 세트 얼마예요?,1
모듬튀김 값은요?,1
초밥 한 접시 가격은요?,1
회전초밥 세트 얼마인가요?,1
참치 덮밥 얼마예요?,1
육회비빔밥 값은요?,1
양고기 스테이크 얼마인가요?,1
소갈비찜 값은요?,1
훈제 연어 값은요?,1
스테이크 샐러드 얼마인가요?,1
새우 샐러드 가격은요?,1
연어 샐러드 값은요?,1
소고기 샐러드 얼마예요?,1
마늘빵 한 개 값은요?,1
감자튀김 대 사이즈 얼마인가요?,1
치즈 스틱 값은요?,1
프렌치프라이 가격은요?,1
옥수수 구이 값은요?,1
마늘 새우 값은요?,1
홍합찜 가격은요?,1
꼬치구이 세트 얼마인가요?,1
생선구이 값은요?,1
갈치구이 값은요?,1
고등어구이 얼마인가요?,1
삼겹살 한 접시 값은요?,1
돼지갈비 값은요?,1
오징어 튀김 값은요?,1
쭈꾸미 볶음 얼마인가요?,1
국수 값 얼마예요?,1
짜장면 파나요?,1
김밥 있어요?,1
라면 판매하나요?,1
피자 주문 가능해요?,1
이 식당에서 불고기 버거를 판매하나요?,1
오늘 스파게티 메뉴가 있나요?,1
메뉴에 치즈케이크가 포함되어 있나요?,1
이 카페에서 아메리카노를 제공하나요?,1
오늘은 햄버거 세트가 있나요?,1
이 레스토랑에서 샐러드를 제공하나요?,1
메뉴에 티라미수가 있나요?,1
이 카페에서 라떼를 판매하나요?,1
메뉴에 초밥이 포함되어 있나요?,1
이 식당에서 샌드위치를 제공하나요?,1
메뉴에 글루텐 프리 피자가 있나요?,1
해산물 파스타를 판매하나요?,1
이 카페에서 디카페인 커피를 판매하나요?,1
불고기 있나요?,1
김치찌개 팔아요?,1
회덮밥 주문 가능해요?,1
순대국 판매하나요?,1
비빔밥 있습니까?,1
샐러드 주문되나요?,1
덮밥 판매합니까?,1
스프 있나요?,1
김밥 세트 판매하나요?,1
해물파전 주문 가능합니까?,1
탕수육 있나요?,1
닭갈비 판매합니까?,1
양념치킨 있나요?,1
스테이크 세트 판매하나요?,1
소고기 구이 있나요?,1
연어 스테이크 있습니까?,1
버섯 스프 있나요?,1
치즈 오믈렛 판매하나요?,1
토스트 세트 있나요?,1
아이스크림 판매합니까?,1
샌드위치 세트 팔아요?,1
새우튀김 있습니까?,1
감자튀김 작은 사이즈 있나요?,1
야채죽 판매해요?,1
계란말이 한 접시 있습니까?,1
참치 샌드위치 있나요?,1
바나나 주스 팔아요?,1
오렌지 주스 있습니까?,1
스무디 한 잔 있나요?,1
모카 라떼 있습니까?,1
아메리카노 한 잔 판매되나요?,1
카푸치노 판매합니까?,1
라면 팔아요?,1
칼국수 주문 가능해요?,1
짬뽕 판매하나요?,1
물냉면 있습니까?,1
비빔국수 있나요?,1
수제버거 판매되나요?,1
햄버거 세트 있습니까?,1
피자 한 판 있나요?,1
떡볶이 있습니까?,1
불고기 덮밥 판매하나요?,1
참치 회 한 접시 있나요?,1
회덮밥 세트 판매합니까?,1
찜닭 판매되나요?,1
돈가스 세트 있나요?,1
양념갈비 있습니까?,1
순두부찌개 판매해요?,1
마카롱 한 개 있나요?,1
타르트 한 조각 있습니까?,1
크로와상 판매합니까?,1
케이크 한 조각 있나요?,1
밀크티 있습니까?,1
홍차 한 잔 판매되나요?,1
녹차 라떼 판매합니까?,1
마끼 롤 있나요?,1
새우 초밥 세트 판매되나요?,1
생선회 한 접시 있습니까?,1
광어 회 있나요?,1
연어 사시미 판매하나요?,1
미소된장국 있나요?,1
우동 있습니까?,1
참치 김밥 있나요?,1
야채 주먹밥 판매합니까?,1
치킨텐더 세트 있나요?,1
모듬튀김 판매합니까?,1
초밥 한 접시 있나요?,1
회전초밥 세트 있습니까?,1
참치 덮밥 판매되나요?,1
육회비빔밥 있나요?,1
양고기 스테이크 판매합니까?,1
소갈비찜 있습니까?,1
훈제 연어 있나요?,1
스테이크 샐러드 있습니까?,1
새우 샐러드 판매되나요?,1
연어 샐러드 있습니까?,1
소고기 샐러드 판매합니까?,1
마늘빵 한 개 있나요?,1
감자튀김 대 사이즈 있습니까?,1
치즈 스틱 판매하나요?,1
프렌치프라이 있나요?,1
옥수수 구이 판매되나요?,1
마늘 새우 판매합니까?,1
홍합찜 있습니까?,1
꼬치구이 세트 있나요?,1
생선구이 판매합니까?,1
갈치구이 있습니까?,1
고등어구이 판매되나요?,1
삼겹살 판매하나요?,1
돼지갈비 있습니까?,1
오징어 튀김 판매합니까?,1
쭈꾸미 볶음 있습니까?,1
지금 가장 인기 있는 메뉴가 무엇인가요?,2
가장 잘나가는 메뉴가 뭐야?,2
제일 잘 팔리는 메뉴 알려줘,2
인기 메뉴 뭐 있어?,2
제일 잘 팔리는 메뉴 알려줘,2
제일 많이 시키는 메뉴 알려줘,2
가장 인기 있는 메뉴 말해줄래?,2
추천 메뉴는 무엇인가요?,2
먹을만한 메뉴 알려줘,2
추천 메뉴 있어?,2
메뉴 추천좀 해줄래,2
이 가게에서 뭐가 제일 인기 많아요?,2
추천 메뉴 좀 알려주세요!,2
대표 메뉴는 어떤 게 있나요?,2
여기서 제일 잘 나가는 음식이 뭐예요?,2
"오늘 뭐 먹을지 고민인데, 메뉴 좀 추천해주세요.",2
가장 인기 있는 메뉴는 뭐예요?,2
특별히 추천해주고 싶은 메뉴가 있나요?,2
인기 메뉴나 베스트셀러 알려주세요.,2
여기서 사람들이 많이 시키는 음식이 뭐예요?,2
너가 추천하는 메뉴가 뭐야?,2
메뉴를 추천해줄 수 있니?,2
인기 있는 메뉴 하나만 추천해 주세요.,2
사람들이 많이 시키는 메뉴는 어떤 건가요?,2
요즘 가장 많이 팔리는 메뉴는 뭐예요?,2
대표 메뉴를 알려주세요.,2
추천 메뉴 중에 제일 맛있는 건 뭐죠?,2
요즘 인기 있는 대표 메뉴가 궁금해요.,2
베스트셀러 메뉴를 추천해 주세요.,2
가성비 좋은 추천 메뉴 뭐가 있을까요?,2
오늘의 추천 메뉴 알려주세요.,2
사람들이 가장 많이 주문하는 메뉴가 뭔가요?,2
맛있다고 소문난 메뉴를 추천해주세요.,2
이번 주 인기 메뉴는 어떤 거예요?,2
메뉴판에 추천 메뉴는 어디서 확인하나요?,2
매장에서 추천하는 베스트 메뉴는 뭐예요?,2
지금 핫한 메뉴를 알려주세요.,2
추천 메뉴 리스트를 보여주실 수 있나요?,2
인기 메뉴 중에서 가장 저렴한 건 뭐죠?,2
대표 메뉴에 어떤 게 포함되어 있나요?,2
고객들이 가장 좋아하는 메뉴를 알려주세요.,2
추천 메뉴 중에서 매운맛이 있는 것도 있나요?,2
이번 달 인기 메뉴를 소개해 주세요.,2
많이 찾는 메뉴를 하나 추천해 주세요.,2
이 매장의 시그니처 메뉴는 뭔가요?,2
지금 제일 인기 있는 메뉴는 무엇인가요?,2
특별한 메뉴 좀 추천해 주세요.,2
특별히 추천할 만한 메뉴가 있나요?,2
손님들이 많이 찾는 메뉴는 어떤 건가요?,2
대표 메뉴로 뭐가 있어요?,2
여기에서 가장 특별한 메뉴가 뭐예요?,2
사람들이 많이 주문하는 메뉴 알려주세요.,2
이곳에서만 맛볼 수 있는 메뉴는 뭐가 있나요?,2
특별한 날 먹을만한 메뉴 추천해 주세요.,2
사장님 추천 메뉴는 어떤 건가요?,2
특별히 이 집만의 시그니처 메뉴 있나요?,2
인기 있는 대표 메뉴를 알려주세요.,2
특별히 자신 있는 메뉴 추천 부탁드려요.,2
여기는 뭐가 제일 맛있나요?,2
방문하면 꼭 먹어야 할 메뉴 추천해 주세요.,2
매장만의 특별한 인기 메뉴가 뭐예요?,2
손님들이 제일 좋아하는 메뉴 알려주세요.,2
처음 왔는데 추천 메뉴 뭐가 좋아요?,2
특별히 많이 팔리는 메뉴가 궁금합니다.,2
오늘 추천해줄 특별한 메뉴 있나요?,2
특별 메뉴가 따로 있나요?,2
너가 생각할 때 괜찮은 메뉴 알려줘,2
추천하는 메뉴가 있나요?,2
메뉴 추천 해봐,2
너가 메뉴 추천 좀 해줄래?,2
추천할만한 메뉴 뭐 있어?,2
요즘 나온 신메뉴가 있나요?,3
가장 최근에 나온 메뉴가 무엇인가요?,3
신메뉴 알려줘,3
신메뉴 뭐 있어?,3
최근에 나온 메뉴 알려줄 수 있니?,3
요즘 새로 나온 메뉴 있어?,3
최근에 나온 메뉴가 뭐야?,3
나온지 얼마 안된 메뉴 알려줄래?,3
요즘 나온 신메뉴가 있나요?,3
새롭게 출시된 메뉴가 뭐예요?,3
신메뉴 추천 좀 해주세요.,3
최근에 나온 새로운 메뉴가 있나요?,3
이번에 나온 신메뉴 뭐가 있어요?,3
신메뉴가 있다면 알려주세요.,3
가장 최근에 출시된 메뉴를 보고 싶어요.,3
새로운 메뉴가 나왔나요?,3
신메뉴 중에서 추천할 만한 게 뭐예요?,3
여기서 새로 추가된 메뉴는 뭐예요?,3
최근에 나온 특별한 신메뉴가 있나요?,3
이번 시즌 신메뉴가 궁금해요.,3
신메뉴 메뉴판을 보여주세요.,3
가장 핫한 신메뉴 뭐예요?,3
신메뉴 출시된 거 알려주세요.,3
계절 신메뉴가 있으면 추천해 주세요.,3
신메뉴 이벤트 하고 있나요?,3
새로운 메뉴를 하나 추천해 주세요.,3
신메뉴 중에서 가장 인기가 많은 건 뭐예요?,3
여름/겨울 신메뉴 뭐가 있어요?,3
지금만 먹을 수 있는 신메뉴가 있나요?,3
계절 특선 신메뉴는 뭐예요?,3
가장 최근에 나왔던 신메뉴가 궁금해요.,3
새로운 요리가 나왔으면 알려주세요.,3
오늘부터 판매하는 신메뉴가 있나요?,3
새로운 메뉴 출시 소식이 궁금해요.,3
신메뉴 중에서 대표 메뉴는 뭔가요?,3
새로 나왔지만 특별히 인기 있는 메뉴가 있나요?,3
지금 맛볼 수 있는 새로운 메뉴 알려주세요.,3
프로모션 중인 신메뉴가 있나요?,3
최근에 나온 메뉴는 뭐가 있어요?,3
새롭게 출시된 메뉴가 궁금해요.,3
신상 메뉴 알려주세요.,3
최근에 나온 특별한 메뉴 있나요?,3
새로운 메뉴 좀 보여주세요.,3
신메뉴 이벤트 하고 있나요?,3
요즘 제일 인기 있는 신메뉴가 뭐예요?,3
신메뉴가 언제 나왔나요?,3
새로 나온 음식 메뉴 소개해주세요.,3
이번에 추가된 메뉴 뭐예요?,3
요즘 뭐 새로 나온 거 없나요?,3
신메뉴 중에서 추천해줄만한 거 있나요?,3
새로 나온 음식이 어떤 게 있나요?,3
이번 시즌에 나온 메뉴 알려주세요.,3
신메뉴 가격이 얼마예요?,3
최근에 추가된 메뉴에서 제일 인기 있는 건 뭔가요?,3
신메뉴 할인 이벤트 있나요?,3
새로운 메뉴 중에서 제일 잘 나가는 건 뭐예요?,3
메뉴판에 새로 추가된 음식이 있나요?,3
신메뉴는 언제까지 판매하나요?,3
계절별로 나온 새로운 메뉴가 있나요?,3
이번 달 새로 나온 메뉴 알려주세요.,3
신메뉴는 어떤 맛인가요?,3
특별히 나온 새 메뉴가 있나요?,3
신메뉴가 매운맛인지 궁금해요.,3
최근에 추천하는 신메뉴가 뭔가요?,3
이번에 나온 신메뉴 뭐예요?,3
새로 추가된 메뉴 있으면 알려주세요.,3
신메뉴 출시 소식이 있나요?,3
최근에 나왔던 신메뉴 좀 추천해주세요.,3
지금 신메뉴로 추천할 만한 거 뭐 있어요?,3
특별히 새로 나온 메뉴가 인기 있나요?,3
신메뉴 중에서 먹어봐야 할 거 있나요?,3
요즘 신상 메뉴 어떤 게 나왔나요?,3
겨울 특선 메뉴는 어떤 것들이 있나요?,3
겨울 특선 메뉴 있어?,3
겨울에만 판매하는 메뉴 있나요?,3
겨울 특선 메뉴는 뭐 있는지 알려줄래?,3
겨울 특선 메뉴 알려줘,3
겨울에 파는 메뉴 있니?,3
겨울 특선 메뉴는 어떤게 있는지 알려줘,3
여름 특선 메뉴는 어떤 것들이 있나요?,3
여름 특선 메뉴 있어?,3
여름에만 판매하는 메뉴 있나요?,3
여름 특선 메뉴는 뭐 있는지 알려줄래?,3
여름 특선 메뉴 알려줘,3
여름에 파는 메뉴가 있나요?,3
여름 특선 메뉴는 어떤게 있는지 알려줄래?,3
프로모션 메뉴는 어떤 것들이 있나요?,3
콜라보 이벤트 중인 메뉴 있나요?,3
프로모션 진행중인 메뉴 있나요?,3
프로모션 메뉴 뭐 있어?,3
이벤트 메뉴 있나요?,3
지금 진행중인 이벤트가 적용되는 메뉴 있나요?,3
한정 메뉴는 뭐가 있나요?,3
지금 판매 중인 한정 메뉴 알려주세요.,3
지금만 판매하는 한정 메뉴가 있나요?,3
시즌 한정 메뉴 추천해주세요.,3
한정 판매 중인 음식이 뭐예요?,3
이번 시즌에만 먹을 수 있는 메뉴가 있나요?,3
지금 한정적으로 판매하는 메뉴가 궁금해요.,3
한정 메뉴 리스트 좀 보여주세요.,3
기간 한정 메뉴는 뭐가 있나요?,3
특별 판매 메뉴나 한정판 음식 있나요?,3
현재 진행 중인 한정 메뉴 알려주세요.,3
이번 행사에만 나오는 메뉴가 있나요?,3
한정 기간 동안만 판매하는 음식이 뭐예요?,3
지금 이벤트로 한정 판매하는 메뉴 있나요?,3
한정판 음식 중에 추천할 만한 게 있나요?,3
이번에만 나오는 메뉴 있나요?,3
특별 시즌 메뉴 좀 알려주세요.,3
지금만 맛볼 수 있는 한정 메뉴는 어떤 건가요?,3
이번 주에만 한정으로 판매하는 메뉴 있나요?,3
한정 수량으로 판매하는 메뉴가 궁금해요.,3
지금만 판매하는 메뉴가 있나요?,3
이번 시즌에만 나오는 메뉴 알려주세요.,3
특별히 판매 중인 메뉴가 궁금해요.,3
이번에만 맛볼 수 있는 메뉴 있나요?,3
행사 메뉴로 나오는 음식이 뭐예요?,3
지금 진행 중인 특별 메뉴가 뭐예요?,3
기간 동안만 판매하는 메뉴가 있나요?,3
이번 시즌 추천 메뉴 알려주세요.,3
특별히 준비된 메뉴가 있나요?,3
지금 진행되는 메뉴 이벤트가 있나요?,3
이번 행사에만 나오는 메뉴는 뭐예요?,3
현재만 제공하는 메뉴를 알고 싶어요.,3
이벤트로만 나오는 음식이 뭐예요?,3
특정 기간에만 제공되는 메뉴 알려주세요.,3
요즘만 판매하는 특별 메뉴가 있나요?,3
이번 이벤트 메뉴 추천해주세요.,3
현재 행사 중인 메뉴가 뭐예요?,3
이번에 새로 나온 메뉴가 있나요?,3
신메뉴 있나요?,3
특별한 메뉴가 있나요?,3
새롭고 특이한 메뉴 있나요?,3
특별히 팔고 있는 메뉴가 있어?,3
포장 주문도 가능한가요?,4
포장 가능한가요?,4
테이크 아웃 가능한가요?,4
싸가는거 돼?,4
집에가서 먹을건데 괜찮지?,4
싸가고 싶은데 가능해?,4
집에 가서 먹으려는데 가능하죠?,4
배달 주문도 가능한가요?,4
배달 가능한가요?,4
배달 되나요?,4
배달 시키고 싶은데 가능하죠?,4
배달 주문 받으시나요?,4
배달 되는지 알려줄 수 있어?,4
배달 가능한지 알려줄래요?,4
포장 주문 가능한가요?,4
포장 되나요?,4
포장 가능한지 알려줄래?,4
포장 가능해?,4
포장 주문 가능한지 알려줄 수 있나요?,4
포장 되는지 말해줄래?,4
포장 가능한가요?,4
포장 주문 되나요?,4
포장 주문 가능할까요?,4
포장 주문 되는지 알려줘,4
포장 주문 가능해?,4
포장 주문 가능할까?,4
포장 서비스 제공 되나요?,4
싸가는거 가능해?,4
싸갈 수 있어?,4
테이크 아웃 가능해?,4
테이크 아웃 되나요?,4
싸갈 수 있나요?,4
테이크 아웃 되는지 알려줄래요?,4
테이크 아웃 가능한가요?,4
매장에서 식사 가능하죠?,4
매장에서 먹으려는데 되나요?,4
여기서 먹고 가도 되죠?,4
매장 주문 되나요?,4
가게에서 먹을 수 있나요?,4
내점 주문 되죠?,4
매점 안에서 먹는거 가능하죠?,4
주문 가능한 방식을 알려줄래요?,4
어떤 방식으로 주문 가능한가요?,4
어떤 주문이 가능한가요?,4
배달 주문 가능한가요?,4
어떤 방법으로 주문 할 수 있나요?,4
결제 수단이 어떤 게 있나요?,5
결제 방식은 어떤 게 가능한가요?,5
결제 방법은 어떻게 되나요?,5
어떤 결제 방식을 지원하나요?,5
결제 수단을 알려 주세요.,5
결제할 때 사용할 수 있는 방법은요?,5
결제는 어떤 방식으로 진행되나요?,5
어떤 결제 수단을 사용할 수 있나요?,5
결제하는 방법을 알려 주세요.,5
결제 수단 종류를 알고 싶어요.,5
지불 수단은 어떤 게 있나요?,5
지불 방법은 어떻게 되나요?,5
결제할 때 선택 가능한 방법은요?,5
결제할 때 사용할 수 있는 수단이 뭔가요?,5
결제 수단 안내 부탁드립니다.,5
결제할 때 가능한 모든 방법은요?,5
결제 방식이 여러 가지 있나요?,5
결제는 어떤 시스템으로 하나요?,5
결제 수단이 다양합니까?,5
결제하는 방식이 어떤 게 있나요?,5
결제 수단 사용법을 알려 주세요.,5
결제는 어떤 방식으로 가능한가요?,5
결제는 어떻게 처리되나요?,5
결제 시스템 종류를 알려 주세요.,5
결제할 때 사용할 수 있는 방법을 선택할 수 있나요?,5
결제 수단 목록을 알려 주세요.,5
결제 수단 종류를 보고 싶어요.,5
결제 가능한 수단을 설명해 주세요.,5
결제할 때 사용할 수 있는 수단이 궁금해요.,5
결제할 수 있는 모든 방법은요?,5
결제는 어떤 시스템을 이용하나요?,5
결제할 때 선택 가능한 옵션이 있나요?,5
결제 옵션이 여러 가지인가요?,5
결제 수단은 몇 가지가 있나요?,5
결제할 때 사용할 수 있는 수단을 알려 주세요.,5
결제 시스템은 어떤 걸 쓰나요?,5
결제 수단이 어떻게 구성되어 있나요?,5
결제할 때 사용할 수 있는 모든 방식을 보고 싶어요.,5
결제 시스템은 어떤 게 있나요?,5
결제 수단 안내를 받을 수 있나요?,5
결제하는 방식은 여러 가지가 있나요?,5
결제 옵션이 어떻게 되나요?,5
결제할 때 지원하는 수단이 뭐가 있나요?,5
결제 가능한 수단이 다양합니까?,5
결제는 어떤 수단을 지원하나요?,5
결제 가능한 모든 방법을 설명해 주세요.,5
결제 수단을 선택할 수 있나요?,5
결제할 수 있는 시스템은요?,5
결제할 때 사용할 수 있는 수단은 어떤 게 있나요?,5
결제 시스템을 설명해 주세요.,5
결제 옵션이 어떤 게 있나요?,5
결제할 수 있는 모든 옵션은요?,5
결제 방식은 몇 가지인가요?,5
결제 시스템 종류는요?,5
결제할 수 있는 방식을 알려 주세요.,5
결제 가능한 모든 수단이 궁금해요.,5
결제 방식은 어떤 종류가 있나요?,5
결제 시스템이 여러 가지인가요?,5
결제 가능한 모든 수단을 설명해 주세요.,5
결제 수단 선택이 가능한가요?,5
결제 방법은 어떤 게 있습니까?,5
결제 시스템은 무엇을 사용하나요?,5
결제 가능한 수단을 선택할 수 있나요?,5
결제할 때 사용할 수 있는 수단을 알고 싶어요.,5
결제 가능한 옵션을 알려 주세요.,5
결제 시스템은 어떻게 구성되어 있습니까?,5
결제 수단 안내를 받고 싶습니다.,5
결제하는 방법은 어떤 게 있나요?,5
결제 수단 목록을 확인하고 싶어요.,5
결제 가능한 수단을 보고 싶어요.,5
결제 수단은 몇 가지가 있습니까?,5
결제 시스템을 알려 주세요.,5
결제 옵션이 궁금합니다.,5
결제 가능한 시스템은 어떤 게 있나요?,5
결제 수단 사용법을 설명해 주세요.,5
결제하는 방식은 어떤 게 있는지 알려 주세요.,5
결제 가능한 모든 시스템을 보고 싶습니다.,5
결제할 때 사용할 수 있는 시스템은요?,5
결제 시스템 설명을 부탁드립니다.,5
결제 수단 종류를 알려 주세요.,5
결제는 어떻게 진행하나요?,5
결제 수단은요?,5
제로페이 결제 가능한가요?,6
제로페이로 결제 되나요?,6
간편 결제로 가능한거 뭐 있나요?,6
애플페이 되나요?,6
네이버페이 되나요?,6
카카오페이 가능하죠?,6
결제 수단 알려줄래요?,6
애플페이 결제 가능한가요?,6
카카오페이 결제 가능한가요?,6
비버페이 결제 가능한가요?,6
간편 결제 수단을 알려줄 수 있나요?,6
지역페이 사용 가능한가요?,6
지역에서만 사용 가능한 페이도 되나요?,6
지역페이 쓸 수 있나요?,6
지역페이 어떤거 쓸 수 있는지 알려줄래요?,6
계좌이체 가능한가요?,6
계좌이체도 받으시죠?,6
카카오페이 결제 가능합니까?,6
페이코로 결제할 수 있나요?,6
삼성페이 사용 가능한가요?,6
네이버페이로 결제할 수 있습니까?,6
제로페이 사용 가능한가요?,6
알리페이 사용 가능한가요?,6
신용카드로 결제할 수 있나요?,6
현금 결제는 가능합니까?,6
체크카드를 사용할 수 있나요?,6
해외 발급 카드도 사용 가능합니까?,6
계좌이체로 지불할 수 있나요?,6
애플페이 결제가 지원되나요?,6
모바일 결제를 받을 수 있습니까?,6
QR코드 결제를 지원하나요?,6
무통장 입금이 가능한가요?,6
교통카드 사용이 가능합니까?,6
기프티콘으로 결제할 수 있습니까?,6
은행 계좌 송금이 가능한가요?,6
바우처로 결제할 수 있나요?,6
기프트 카드 사용 가능합니까?,6
페이팔 결제를 지원하나요?,6
QR 결제를 이용할 수 있습니까?,6
모바일 앱을 통한 결제가 가능합니까?,6
결제 수단 등록이 가능한가요?,6
전화 결제를 받을 수 있나요?,6
