user,intent_num
현재 진행중인 이벤트에 대해서 자세히 알고 싶어요,43
진행중인 이벤트 자세히 알려줄래요?,43
이벤트 참여 방법을 자세히 알고 싶어요.,43
이벤트 상세 내용을 알려주세요.,43
자세한 이벤트 내용을 알고 싶어요,43
이벤트에 관한 내용을 듣고 싶은데 자세히 알려줄래요?,43
이벤트에 대해 자세히 들을 수 있나요?,43
최신 이벤트 정보를 확인하고 싶어요.,43
이벤트 상세 조건은 어떻게 되나요?,43
이벤트에 대해 좀 더 들을 수 있을까?,43
이벤트 내용을 더 알고 싶어요,43
지금 진행 중인 이벤트를 더 들으려면 어떻게 해야하나요?,43
이벤트 적용이 불가능한 경우는 언제인가요?,43
이벤트 참여 제한 횟수가 있나요?,43
이벤트 응모 결과는 어떻게 확인하나요?,43
경품 이벤트 당첨자는 어디서 발표되나요?,43
이벤트 참여 시 유의해야 할 사항이 있나요?,43
이벤트 참여 상태는 실시간으로 업데이트되나요?,43
이벤트 관련 문의는 어디로 해야 하나요?,43
이벤트 결과 발표 일정은 어떻게 되나요?,43
이벤트가 조기 종료될 수도 있나요?,43
이벤트 참여는 1인당 몇 번까지 가능한가요?,43
이벤트 참여 방법을 단계별로 설명해 주세요.,43
이벤트 결과 발표는 어디서 공식적으로 확인할 수 있나요?,43
"특정 이벤트가 조기 종료될 경우, 대체 혜택이 제공되나요?",43
이벤트 혜택이 재고 소진 시 자동으로 종료되나요?,43
신메뉴 할인 행사 말고 다른 이벤트도 궁금해요.,43
지금 진행 중인 다른 프로모션이 있나요?,43
할인 행사 외에 특별 이벤트도 하고 있나요?,43
이번 주에 진행 중인 다른 행사가 있으면 알려주세요.,43
신메뉴 이벤트 말고 다른 혜택이 있는지 궁금합니다.,43
신규 고객을 위한 이벤트 같은 것도 있나요?,43
현재 참여할 수 있는 모든 이벤트를 알려주세요.,43
특별한 쿠폰 이벤트나 추가 할인 행사 있나요?,43
최근 시작한 새로운 이벤트가 있다면 알려주세요.,43
기존 고객 대상의 특별 혜택도 있나요?,43
멤버십 관련 이벤트도 진행 중인지 궁금합니다.,43
특정 요일이나 시간대에만 적용되는 이벤트 있나요?,43
생일이나 기념일 혜택도 포함된 이벤트가 있나요?,43
특정 제품 구매 시 추가 혜택 같은 프로모션 있나요?,43
시즌 한정 이벤트가 있는지 확인하고 싶어요.,43
친구 추천 이벤트나 그룹 할인 행사 같은 것도 하나요?,43
SNS로 참여할 수 있는 이벤트도 진행 중인가요?,43
특정 결제 수단으로 할인을 받을 수 있는 행사 있나요?,43
멤버십 전용으로 제공되는 이벤트나 프로모션이 궁금해요.,43
또 다른 이벤트는 없어?,43
추가적으로 참여할 수 있는 이벤트가 있나요?,43
새로운 이벤트 소식이 있나요?,43
이번 달에만 진행되는 특별 이벤트도 있나요?,43
이번에 열린 이벤트에 대해서 상세히 설명해 주세요,43
이벤트에 대한 홍보물이 따로 있나요?,43
지금 올라온 이벤트의 보상은 어떤방식으로 수령하나요?,43
이벤트의 추첨행사는 며칠에 하나요?,43
이벤트에 대한 웹페이지를 보고싶어요,43
이번에 새로 올라온 행사에 대해서 따로 알아야할 정보가 있나요?,43
이 이벤트는 전국이 동시에 시작하는 이벤트 인가요?,43
진행 중인 이벤트는 지역별로 다르게 적용되나요?,43
특정 시간대에만 참여할 수 있는 이벤트가 있나요?,43
이벤트 참여 시 추가 등록이 필요한가요?,43
진행 중인 이벤트에 인원 제한이 있나요?,43
현재 이벤트의 중복 참여가 가능한지 알고 싶어요.,43
진행 중인 이벤트가 계절별로 기획된 것인가요?,43
이벤트 참여 후 결과 발표는 언제 이루어지나요?,43
현재 이벤트는 특정 결제 방식으로만 혜택을 받을 수 있나요?,43
현재 진행중인 이벤트는 몇가지가 있나요?,41
이번 이벤트는 매년 주기적으로 하는 이벤트 인가요?,42
이벤트 참여 시 추가로 받을 수 있는 혜택이 있나요?,42
진행 중인 이벤트의 참여 방법은 어떻게 되나요?,42
이벤트의 지원자격에 대해서 알고싶어요,42
최대한 많은 보상을 얻기 위해선 어떤 행동을 해야 하나요?,42
새로 생긴 이밴트를 설명해 주세요,42
가격적인 부분에서 이벤트로 이득을 볼 수 있나요?,42
이 이벤트가 뭔가요?,42
이벤트에 대한 상세 정보를 알 수 있을까요?,42
좀더 이벤트에 대해서 자세하게 알려 주세요,42
2+1 이벤트가 뭔가요?,42
할인 이벤트가 뭔가요?,42
할인 이벤트가 뭔지 알려줄래?,42
이 이벤트에 대해서 알려줄래?,42
이벤트를 통해 얼나의 이득을 볼 수 있나요?,42
"저는 이벤트에 관심어 없어서, 저도 참여 할 수 있나요?",42
물건을 꼭 사야지만 이벤트를 진행할 수 있나요?,42
2+1과 같은 이벤트를 더 자세히 설명해 주세요,42
"저번에 했던 이벤트와 비슷한것 같은데, 차이점이 뭔가요?",42
할일 이벤트의 할인률은 얼마인가요?,42
포인트 적립은 어떤식으로 이루어 지나요?,36
포인트는 얼마부터 사용할 수 있나요?,37
포인트를 사용할 수 있는 최소치는 얼마인가요?,37
포인트는 얼마부터 쓸 수 있나요?,37
포인트 사용 기준이 있나요?,37
포인트는 얼마 이상이어야 사용할 수 있나요?,37
포인트 사용 시 최소 조건이 있나요?,37
포인트 사용을 위한 최소 누적 금액은 얼마인가요?,37
포인트는 일정 금액 이상이어야 사용할 수 있나요?,37
포인트 사용을 위한 최소 요구 조건은 무엇인가요?,37
포인트는 얼마 이상 모아야 사용할 수 있나요?,37
포인트는 몇 점부터 사용할 수 있나요?,37
적립된 포인트를 사용하려면 기준이 있나요?,37
포인트 사용 가능한 최소 점수를 알려주세요.,37
적립된 포인트는 어디에 사용할 수 있나요?,37
포인트는 몇 점 이상부터 쓸 수 있나요?,37
포인트 사용 방법이 궁금해요.,37
포인트 사용은 주문 금액에 제한이 있나요?,37
포인트 사용 조건을 자세히 알고 싶어요.,37
최소 몇 점부터 포인트를 쓸 수 있나요?,37
사용 가능한 포인트 점수를 확인하고 싶어요.,37
포인트 적립 기준이 있나요?,36
포인트는 사용한 금액에서 얼마나 적립되나요,36
포인트가 적립되는 양을 알고 싶어요,36
포인트 적립 비율은 어떻게 되나요?,36
포인트는 결제 시 자동으로 적용되나요?,36
포인트 적립 퍼센트가 궁금해요.,36
포인트는 구매 금액의 몇 퍼센트가 적립되나요?,36
구매시 포인트가 얼마나 적립되는지 알 수 있나요?,36
포인트는 결제 금액의 몇 퍼센트 적립되나요?,36
포인트 적립 기준을 알 수 있나요?,36
수요일 영업 시작 시간이 언제야?,21
토요일 몇 시에 마감해?,21
화요일 매장 운영 시간은 몇 시부터야?,21
월요일 매장 여는 시간 알려줘.,21
일요일에 가게 문 닫는 시간은?,21
수요일 몇 시부터 운영해?,21
금요일 몇 시부터 운영해?,21
목요일 몇 시에 문 열어?,21
월요일 영업 시작 시간이 언제야?,21
토요일 영업 시간 알려줄래?,21
일요일 영업 끝나는 시간은?,21
일요일 운영 시간이 몇 시부터야?,21
토요일 매장 여는 시간 알려줘.,21
일요일 매장 여는 시간 알려줘.,21
금요일 영업시간 언제야?,21
수요일 몇 시까지 열려 있어?,21
목요일 영업 시작 시간이 언제야?,21
목요일 매장 운영 시간은 몇 시부터야?,21
일요일 매장 운영 시간은 몇 시부터야?,21
월요일 몇 시에 문 닫아?,21
목요일 몇 시에 문 닫아?,21
토요일 영업 시작은 몇 시부터야?,21
화요일 영업 시작은 몇 시부터야?,21
수요일 영업 종료 시간이 언제야?,21
금요일에 몇 시부터 영업해?,21
화요일 영업 시작 시간이 언제야?,21
월요일 운영 시간이 몇 시부터야?,21
화요일 영업시간 언제야?,21
화요일 매장 여는 시간 알려줘.,21
수요일 영업 시작은 몇 시부터야?,21
화요일 몇 시부터 운영해?,21
수요일 몇 시에 문 닫아?,21
토요일 영업 끝나는 시간은?,21
토요일 몇 시에 문 열어?,21
금요일에 가게 문 닫는 시간은?,21
월요일 몇 시부터 운영해?,21
금요일 영업 시간 알려줄래?,21
토요일 몇 시까지 열려 있어?,21
금요일 매장 운영 시간은 몇 시부터야?,21
화요일 몇 시에 가게 열어?,21
화요일 몇 시에 문 열어?,21
월요일 영업 종료 시간이 언제야?,21
토요일 영업 종료 시간이 언제야?,21
목요일에 매장 운영 시간은 언제야?,21
일요일 몇 시부터 운영해?,21
화요일 영업 종료 시간이 언제야?,21
수요일 영업 시간 알려줄래?,21
혹시 월요일에 언제 열어요?,21
혹시 월요일에 언제 닫나요?,21
혹시 월요일 영업 시간 알 수 있나요?,21
"아, 월요일 영업 시간 언제임?",21
월요일에 몇시부터 몇시까지 영업해요?,21
월요일에 정해진 영업 시간 알려줄래요?,21
월요일에 영업 시간 나와 있는게 있나요?,21
"아, 화요일 영업 시간 언제임?",21
화요일에 몇 시부터 몇 시까지 영업해요?,21
화요일에 정해진 영업 시간 알려줄래요?,21
화요일에 영업 시간 나와 있는게 있나요?,21
화요일 매장 운영 시간 확인 가능?,21
화요일에 가게 언제까지 열어?,21
"아, 수요일 영업 시간 언제임?",21
수요일에 몇 시부터 몇 시까지 영업해요?,21
수요일에 정해진 영업 시간 알려줄래요?,21
수요일에 영업 시간 나와 있는게 있나요?,21
수요일 매장 운영 시간 확인 가능?,21
수요일에 가게 언제까지 열어?,21
수요일 영업 시작과 마감 시간 좀 알려줘.,21
목요일 영업 시간대를 확인해줄 수 있어?,21
목요일 매장 오픈과 마감 시간 알려줘.,21
목요일에 가게 몇 시에 문 열어?,21
목요일 영업 시작은 몇 시부터?,21
목요일 영업 종료 시간은 몇 시인지?,21
목요일에 몇 시부터 몇 시까지 운영돼?,21
금요일 영업 종료 시간이 궁금해요.,21
금요일 영업 시작 시간은 언제부터야?,21
금요일 가게 문 여는 시간이 어떻게 돼?,21
금요일 운영 시작 시간 좀 확인해줘.,21
금요일에 가게 문 닫는 시간은?,21
금요일 영업 시간대를 확인해줄 수 있어?,21
금요일 매장 오픈과 마감 시간 알려줘.,21
금요일에 가게 몇 시에 문 열어?,21
토요일 가게 문 여는 시간이 어떻게 돼?,21
토요일 운영 시작 시간 좀 확인해줘.,21
토요일에 가게 문 닫는 시간은?,21
토요일 영업 시간대를 확인해줄 수 있어?,21
토요일 매장 오픈과 마감 시간 알려줘.,21
토요일에 가게 몇 시에 문 열어?,21
토요일 영업 시작은 몇 시부터?,21
토요일 영업 종료 시간은 몇 시인지?,21
토요일에 몇 시부터 몇 시까지 운영돼?,21
"아, 일요일 영업 시간 언제임?",21
일요일에 몇 시부터 몇 시까지 영업해요?,21
일요일에 정해진 영업 시간 알려줄래요?,21
일요일에 영업 시간 나와 있는게 있나요?,21
일요일 매장 운영 시간 확인 가능?,21
일요일에 가게 언제까지 열어?,21
일요일 영업 시작과 마감 시간 좀 알려줘.,21
월요일 저녁 몇 시까지 매장을 이용할 수 있나요?,21
화요일 아침 몇 시부터 매장이 열리나요?,21
월요일 영업 시작 시간은 몇 시인가요?,21
화요일 매장은 몇 시까지 운영하나요?,21
수요일 영업 종료 시간이 몇 시인가요?,21
목요일 매장 여는 시간은 몇 시인가요?,21
금요일 영업시간이 어떻게 되나요?,21
토요일 운영 시작 시간은 몇 시인가요?,21
토요일 매장 운영 시간이 어떻게 되나요?,21
일요일 영업 종료 시간은 몇 시인가요?,21
일요일 매장은 몇 시부터 운영하나요?,21
쟁반짜장 얼마야?,1
고기짬뽕 얼마야?,1
고기짜장 얼마야?,1
고추짬뽕 얼마야?,1
고추짜장 얼마야?,1
짬뽕 얼마야?,1
짜장 얼마야?,1
탕짬면 얼마야?,1
탕짜면 얼마야?,1
백짬뽕 얼마야?,1
냉짬뽕 얼마야?,1
볶음짬뽕 얼마야?,1
15주년행사 짜장면 얼마야?,1
15주년행사 짬뽕 얼마야?,1
굴짬뽕 얼마야?,1
행사 탕짜면 얼마야?,1
탕짬밥 얼마야?,1
탕짜밥 얼마야?,1
만능매운소스 얼마야?,1
고기짬뽕밥 얼마야?,1
고추짬뽕밥 얼마야?,1
짬뽕밥 얼마야?,1
짜장밥 얼마야?,1
15주년행사 짜장밥 얼마야?,1
15주년행사 짬뽕밥 얼마야?,1
15주년행사 고추짬뽕밥 얼마야?,1
15주년행사 고기짬뽕밥 얼마야?,1
굴짬뽕 밥 얼마야?,1
백짬뽕 밥 얼마야?,1
계란후라이 얼마야?,1
공기밥 얼마야?,1
해쉬브라운 얼마야?,1
만능매운소스 5개 얼마야?,1
양념소스 얼마야?,1
짬뽕국물 얼마야?,1
3천원할인 식사2인 탕수육 얼마야?,1
2인세트 얼마야?,1
2천원할인 쟁반짜장 탕수육 얼마야?,1
2천원할인 식사2인 탕수육 얼마야?,1
4인세트 얼마야?,1
3인세트 얼마야?,1
1인세트 얼마야?,1
식사 4인세트 얼마야?,1
깐풍새우 얼마야?,1
깐풍기 얼마야?,1
꿔바러우 얼마야?,1
쟁반볶음짬뽕 얼마야?,1
크림새우 얼마야?,1
10병 한정할인 연태고량주 소 얼마야?,1
10병 한정할인 연태고량주 중 얼마야?,1
초록매실 얼마야?,1
환타 얼마야?,1
사이다 얼마야?,1
제로콜라 얼마야?,1
펩시콜라 얼마야?,1
스프라이트 얼마야?,1
코카콜라 얼마야?,1
제로스프라이트 얼마야?,1
뽀로로 얼마야?,1
제로펩시 얼마야?,1
암바사 얼마야?,1
연태고량주 얼마야?,1
켈리 얼마야?,1
카스 얼마야?,1
대선 얼마야?,1
새로 얼마야?,1
좋은데이 얼마야?,1
처음처럼 얼마야?,1
참이슬 오리지널 얼마야?,1
참이슬 후레쉬 얼마야?,1
진로 얼마야?,1
국산소주 얼마야?,1
국산맥주 얼마야?,1
칭따오 얼마야?,1
테라 얼마야?,1
만만춘 얼마야?,1
홍콩 하이볼 얼마야?,1
미상 하이볼 얼마야?,1
니하오 얼마야?,1
산지천 얼마야?,1
행사생맥주 얼마야?,1
5천원할인 연태구냥 중 얼마야?,1
5천원할인 산지천 얼마야?,1
단팥춘권 얼마야?,1
멘보샤 얼마야?,1
연유꽃빵 얼마야?,1
군만두 얼마야?,1
치킨반반탕슉 얼마야?,1
탕수육 얼마야?,1
15주년행사 탕수육 얼마야?,1
해물육교자 얼마야?,1
탕수육 있나요?,1
"혹시, 피자도 파나요?",1
생각보다 비싼데 깐풍기는 얼마에요?,1
고추짬뽕 있어요?,1
혼자서 먹을건데 짜장밥은 얼마에요?,1
제로콜라 한캔은 얼마에요?,1
깐풍새우 한접시는 얼마에요?,1
지금 짬뽕 먹을 수 있어요?,1
군만두만 단품으로 시키려면 얼마내야해?,1
고기짬뽕밥은 1인분당 얼마에요?,1
매실주스는 하나에 얼마씩해요?,1
고기짬뽕밥을 먹고싶은데 이건 얼마야?,1
그냥 짬뽕으로 할건데 그건 얼마야?,1
탕수육은 시키면 가격은 얼마로 나와?,1
탕수육의 가격은 얼마인가요?,1
쟁반짜장의 가격을 알려주세요.,1
탕수육 가격이 어떻게 되나요?,1
짜장면은 얼마인가요?,1
고추짬뽕의 가격을 알 수 있을까요?,1
고기짜장 가격표를 보여줄 수 있나요?,1
고추짜장이 지금 얼마인지 궁금해요.,1
가격이 가장 저렴한 메뉴는 무엇인가요?,1
고기짬뽕을 주문하면 얼마가 나오나요?,1
제로페이 결제 가능한가요?,14
제로페이로 결제 되나요?,14
간편 결제로 가능한거 뭐 있나요?,14
애플페이 되나요?,14
네이버페이 되나요?,14
카카오페이 가능하죠?,14
애플페이 결제 가능한가요?,14
카카오페이 결제 가능한가요?,14
비버페이 결제 가능한가요?,14
지역페이 사용 가능한가요?,14
지역에서만 사용 가능한 페이도 되나요?,14
지역페이 쓸 수 있나요?,14
계좌이체 가능한가요?,14
계좌이체도 받으시죠?,14
카카오페이 결제 가능합니까?,14
페이코로 결제할 수 있나요?,14
삼성페이 사용 가능한가요?,14
네이버페이로 결제할 수 있습니까?,14
제로페이 사용 가능한가요?,14
알리페이 사용 가능한가요?,14
신용카드로 결제할 수 있나요?,14
현금 결제는 가능합니까?,14
체크카드를 사용할 수 있나요?,14
계좌이체로 지불할 수 있나요?,14
애플페이 결제가 지원되나요?,14
모바일 결제를 받을 수 있습니까?,14
QR코드 결제를 지원하나요?,14
QR코드 결제를 지원하나요?,14
무통장 입금이 가능한가요?,14
교통카드 사용이 가능합니까?,14
기프트 카드 사용 가능합니까?,14
페이팔 결제를 지원하나요?,14
QR 결제를 이용할 수 있습니까?,14
기프티콘으로 결제할 수 있습니까?,14
기프티콘 쓸 수 있나요?,14
기프티콘 사용되는지 알려줘,14
계좌 이체를 통해서 결제할 수 있어요?,14
현금 결제도 가능한거야?,14
카카오페이 결제 지원 가능한가요?,14
카카오 페이 결제로 할 예정인데 이거 지원하나요?,14
지역상품권 사용 가능한가요?,14
네이버 페이 쓸 수 있나요?,14
계좌이체로 하고 싶은데 가능한가요?,14
계좌이체는 받으시는거 맞나요?,14
카카오페이 결제 가능합니까?,14
신용카드도 받으시는거죠?,14
현재 테이블 상황을 자세히 알려주세요.,26
테이블 상황에 대해서 더 자세히 알고 싶어요.,26
특정 테이블을 미리 선정 할 수 있나요?,26
지금 가장 빨리 비는 테이블은 몇 번인가요?,26
매장 내 좌석 배치를 미리 볼 수 있나요?,26
테이블 상황을 온라인으로 확인 가능한가요?,26
테이블 회전 시간이 얼마나 걸리나요?,26
취소된 테이블이 있나요?,26
테이블별로 이용 제한 시간이 있나요?,26
테이블 선정 후 점유 상태 확인이 가능한가요?,26
테이블 간 간격이 넓은 편인가요?,26
테이블 점유 현황을 확인할 수 있는 앱이 있나요?,26
현재 매장 테이블 여유 상태를 실시간으로 볼 수 있나요?,26
대기 리스트는 어떻게 관리되나요?,26
매장 혼잡도 정보를 실시간으로 확인할 수 있나요?,26
테이블이 차 있는 시간대는 보통 몇 시부터인가요?,26
매장 좌석 점유 상황을 사전에 알 수 있나요?,26
테이블 이용 시 대기 명단에 올리는 방법은요?,26
테이블이 꽉 차는 시간대는 언제인가요?,26
테이블 상황이 급변할 경우 알림을 받을 수 있나요?,26
매장 혼잡도가 얼마나 되는지 바로바로 볼 수 있을까?,26
주말에 보통 몇시 쯤 매장이 혼잡한지 알려줘,26
주말에 매장이 혼잡한지 알려줘,26
매장 대기 얼마나 해야하는지 자세히 알려줄래?,26
가게에서 얼마나 기다려야 하는지 상세히 알 수 있을까?,26
테이블 대기 목록은 어디서 볼 수 있나요?,26
대기 명단에 몇 번째로 올라 있는지 알려주시나요?,26
테이블 점유 상태는 매시간 업데이트되나요?,26
테이블이 비워지면 자동으로 알림을 받을 수 있나요?,26
대기 없이 이용할 수 있는 시간대는 언제인가요?,26
대기 중인 고객 수는 주말과 평일에 얼마나 차이가 나나요?,26
지금 매장 상황을 알 수 있는 방법이 있나요?,26
테이블별로 이용 제한 시간이 정해져 있나요?,26
특정 테이블을 선택한 후 점유 상태를 미리 확인할 수 있나요?,26
테이블 간 간격이 어느 정도인지 알 수 있나요?,26
테이블 점유 상태를 실시간으로 확인할 수 있는 전용 앱이 있나요?,26
현재 매장 내 테이블 여유 상태를 실시간으로 알 수 있는 방법이 있나요?,26
"대기 명단은 어떻게 관리되고, 우선순위는 어떻게 정하나요?",26
매장의 혼잡도를 실시간으로 제공하는 서비스가 있나요?,26
테이블 점유율이 가장 높은 시간대는 언제인가요?,26
테이블 이용 제한 시간은 요일이나 시간대별로 달라지나요?,26
대기 리스트에 있는 동안 대기 시간을 줄이는 방법이 있나요?,26
특정 테이블을 미리 예약할 수 있나요?,26
테이블 상황이 급변하면 고객에게 알림을 보내주는 시스템이 있나요?,26
매장 테이블이 모두 차기 전에 미리 알림을 받을 수 있나요?,26
테이블이 일찍 비워질 가능성이 높은 시간대는 언제인가요?,26
매장의 테이블 상황을 방문 전에 확인할 수 있는 공식 채널이 있나요?,26
현재 대기 시간이 얼마나 되나요?,25
지금 방문하면 테이블 대기 시간이 어떻게 되나요?,25
지금 가면 자리 잡는 데 얼마나 걸릴까요?,25
현재 테이블 이용 가능 여부를 알려주세요.,25
테이블 기다리는 시간이 어느 정도인가요?,25
현재 대기 인원이 몇 명인가요?,25
대기 중인 테이블 수를 알 수 있나요?,25
지금 자리 있나요?,25
지금 자리 있는지 알려줄래?,25
지금 가면 테이블 이용 가능할까요?,25
지금 가면 바로 앉을 수 있나요?,25
지금 대기 인원이 많은가요?,25
현재 테이블 상태를 알 수 있나요?,25
"매장 가득 차 있나요, 아니면 자리가 남았나요?",25
대기 시간이 몇 분 정도 예상되나요?,25
현재 대기 상황을 알려주세요.,25
지금 테이블 자리 상황이 어떤가요?,25
현재 매장이 혼잡한 상태인가요?,25
지금 가면 대기 시간이 긴가요?,25
매장 혼잡도를 알려줄래?,25
현재 매장 좌석 현황이 어떻게 돼?,25
지금 대기 현황 알려줄래?,25
테이블 현황 알 수 있어?,25
매장 상황 알 수 있어?,25
매장에 사람이 얼마나 많아?,25
가면 바로 먹을 수 있을까?,25
매장이 얼마나 혼잡한지 알려줘,25
가게에 사람이 얼마나 있어?,25
가면 바로 앉을 수 있나?,25
테이블 점유 상태가 어때?,25
매장 테이블 상황 알려줘,25
매장 대기 현황 알려줘,25
매장 대기 상황 알려줘,25
가게 얼마나 대기해야해?,25
테이블 기다리는 예상 시간이 얼마나 되나요?,25
현재 대기 명단에 몇 명이나 있나요?,25
지금 대기 중인 테이블 수를 확인할 수 있나요?,25
지금 매장에 가면 바로 앉을 수 있을까요?,25
현재 테이블 이용이 가능한 상태인가요?,25
여유 테이블이 있을까요?,25
테이블 상황에 여유가 있나요?,25
매장에 대기 인원이 얼마나 많은가요?,25
"지금 매장이 꽉 차 있나요, 아니면 자리가 있나요?",25
현재 예상 대기 시간이 몇 분인가요?,25
예약 없이 방문해도 테이블을 이용할 수 있나요?,25
최대 몇명까지 수용 가능한가요?,30
한 테이블에 몇 명까지 가능 한가요?,30
이 곳은 몇 명까지 수용할 수 있나요?,30
이 곳에서는 몇 명의 사람을 수용 가능한가요?,30
6명이 방문할건데 2개 테이블 사용 사능한가요?,30
1인 테이블이 있을까요?,30
이 곳은 어느 정도의 인원을 수용할 수 있나요?,30
동시에 몇 명까지 수용 가능한가요?,30
좌석 수가 얼마나 되나요?,30
몇 명이나 수용할 수 있나요?,30
매장에 좌석이 몇 개나 있나요?,30
식당 좌석수가 얼마나 되나요?,30
좌석이 몇 개나 있는지 알려줄래?,30
매장에 앉을 자리가 얼마나 있나요?,30
식당 좌석 수가 궁금해요.,30
매장의 좌석 수용 능력이 어떻게 되나요?,30
가게에서 앉을 수 있는 자리가 몇 개나 있나요?,30
매장 좌석 수가 몇 개인지 알려주세요.,30
테이블이 몇 개나 있나요?,30
상점에 식탁이 몇 개나 있어요?,30
가게에 테이블이 얼마나 있는지 알려줄래요?,30
가게에 있는 테이블 수가 궁금해요.,30
식당 테이블 수가 어떻게 되나요?,30
테이블 수가 총 몇 개인지 알려주세요.,30
식당 테이블이 얼마나 되는지 확인할 수 있나요?,30
매장의 테이블 수가 몇 개인가요?,30
테이블 개수 정보를 알 수 있을까요?,30
가게 안에 테이블이 몇 개 설치되어 있나요?,30
한 테이블에 앉을 수 있는 인원은 몇 명인가요?,30
지금 테이블을 이용할 수 있나요?,30
매장 내 좌석 수가 얼마나 되나요?,30
테이블의 개수와 좌석 수는 어떻게 되나요?,30
매장에 총 몇 개의 좌석이 있나요?,30
식당의 좌석 수가 궁금한데요.,30
식당에 앉을 수 있는 자리는 몇 개인가요?,30
쿠폰은 어떻게 사용하나요?,39
쿠폰은 어디에 사용하나요?,39
발급된 쿠폰은 어디에서 사용할 수 있나요?,39
도장을 모으면 받을 수 있는 쿠폰 혜택은 무엇인가요?,39
쿠폰을 사용하려면 얼마 이상 결제 해야하나요?,39
쿠폰만 단독으로 사용 가능 한가요?,39
쿠폰을 사용하려면 얼마 이상 결제 해야하나요?,39
쿠폰은 어떻게 받을 수 있나요?,38
쿠폰은 어떻게 해야 받을 수 있나요?,38
쿠폰을 받을 수 있는 방법이 있나요?,38
쿠폰 발급 조건이 있나요?,38
쿠폰을 받으려면 어떻게 해야 하나요?,38
쿠폰을 받기 위한 조건이 있나요?,38
쿠폰은 특정 금액 이상 구매해야 받을 수 있나요?,38
쿠폰은 매장에서 받을 수 있나요?,38
도장을 몇 개 찍어야 쿠폰을 받을 수 있나요?,38
스탬프를 모으면 어떤 쿠폰을 받을 수 있나요?,38
도장 이벤트는 어떻게 참여하나요?,38
도장을 찍어서 받을 수 있는 쿠폰 종류를 알려주세요.,38
도장을 모으려면 어떤 메뉴를 주문해야 하나요?,38
쿠폰은 어떻게 받을 수 있나요?,38
쿠폰을 받으려면 어떻게 하나요?,38
도장을 몇 번 찍어야 혜택을 받을 수 있나요?,38
도장 적립 기준이 궁금해요.,38
도장을 다 모으면 바로 쿠폰이 발급되나요?,38
쿠폰을 발급받으려면 몇 개의 도장이 필요한가요?,38
스탬프 도장을 모두 채운 후 쿠폰은 자동으로 발급되나요?,38
쿠폰은 매 결제마다 받을 수 있는건가요?,38
쿠폰 발행은 어디서 하나요?,40
저번 행사에 쿠폰을 받고 싶었는데 이번에는 안주나요?,38
쿠폰은 어떤 방식으로 소비자가 받을 수 있나요?,38
5만원을 결제하는데 쿠폰은 얼마나 나오나요?,38
쿠폰을 받고 싶은데 어떤식으로 얻나요?,38
쿠폰은 어디서 받나요?,38
